,provision,without,with,diff,p_value,n_without,n_with
137,drugmisdemeanor_mcdv,5.1029992222982505,4.019032821223987,1.0839664010742638,0.27214336614221873,23,10
21,ammrestrict_danger,5.242054305972028,4.041450889955366,1.200603416016662,0.27372131877832423,21,10
24,ammrestrict_invcommitment,5.242054305972028,4.041450889955366,1.200603416016662,0.27372131877832423,21,10
187,dvrosurrenderdating_felony,5.05211430700869,3.7194900317599746,1.3326242752487154,0.28251460092231107,12,10
206,felony_invoutpatient,5.226523144059299,4.048031979581352,1.178491164477947,0.2841040481795689,11,14
25,ammrestrict_mcdv,5.114685032667248,4.041450889955366,1.0732341427118826,0.2842057230171798,22,10
93,ccbackgroundnics_universalpermith,4.8516469226706604,3.8433279454959943,1.0083189771746661,0.28818059051758005,21,10
202,elementary_traffickingprohibitedh,4.852772960955593,3.830074820976409,1.0226981399791844,0.28910809367522544,15,13
199,elementary_stalking,5.124321553464439,4.005299529057653,1.119022024406786,0.2952654396453477,13,12
146,dvro_mcdv,5.376571105150232,4.429196671129258,0.9473744340209738,0.30689262075082413,18,21
192,elementary_invoutpatient,5.071800613649844,3.878390617889976,1.1934099957598683,0.31884190649304944,11,10
197,elementary_recordsallh,5.103010341124133,4.068017860799985,1.0349924803241475,0.3314240938679772,14,10
168,dvrodating_mcdv,5.317709460949798,4.366131828113471,0.9515776328363268,0.3371129106501758,20,13
92,ccbackgroundnics_statechecksh,4.712621067554067,3.8433279454959943,0.8692931220580724,0.3455481394577872,23,10
86,ccbackgroundnics_ccrenewbackground,4.0518239982401925,5.090397930490376,-1.0385739322501832,0.354146852243616,10,21
22,ammrestrict_dvro,4.967086283916814,4.114583663066726,0.8525026208500881,0.35744165269299255,24,11
205,exparte_felony,4.778729399401993,3.6906554312483437,1.0880739681536489,0.36090634092070284,13,10
188,dvrosurrendernoconditions_felony,5.05211430700869,4.000529226216643,1.051585080792047,0.36291446299139807,12,12
9,age18longgunsale_mcdv,5.000630984169638,4.153181945418264,0.8474490387513747,0.39613691649081273,16,12
138,dvro_dvrodating,4.967086283916814,4.235906666208684,0.73117961770813,0.3968894854967049,24,16
95,ccrenewbackground_purge,4.0518239982401925,3.037559081551547,1.0142649166886453,0.39703414819577865,10,10
89,ccbackgroundnics_elementary,4.009386128374127,4.747664724482379,-0.7382785961082527,0.41987013667033857,13,17
101,college_elementary,4.306441860627917,5.0503122047556195,-0.7438703441277026,0.47293673535555036,13,14
102,college_felony,3.9766960973600094,4.7116120901834,-0.7349159928233906,0.47315884444283085,10,15
104,college_recordsdealerh,4.819951734093421,4.128912559176312,0.6910391749171092,0.4769365056162156,23,10
5,age18longgunsale_dvro,4.788583419040062,4.167807726144792,0.6207756928952701,0.4986490443156767,18,13
96,ccrenewbackground_reportallh,4.0518239982401925,3.262656123991769,0.7891678742484234,0.50877809341523,10,10
194,elementary_opencarrypermith,5.050924937260701,4.287874571998745,0.7630503652619565,0.5314588241604494,10,12
166,dvrodating_felony,4.6071549836544605,3.9786595618198173,0.6284954218346432,0.5367789377644407,10,13
99,college_collegeconcealed,4.368225017390522,4.926399268913493,-0.5581742515229715,0.5368553979064747,32,12
23,ammrestrict_felony,4.901295752784569,4.195248713492289,0.7060470392922804,0.5793735656211318,12,10
6,age18longgunsale_dvrodating,4.904683852802215,4.477476956268543,0.42720689653367216,0.6657505222574912,25,10
165,dvrodating_elementary,5.061474208764046,4.605299623359205,0.4561745854048409,0.7024734266187598,13,12
105,collegeconcealed_elementary,4.6931848575396495,5.081606641330475,-0.38842178379082526,0.7353535326180591,16,11
142,dvro_elementary,4.636581717924019,4.297872294744692,0.33870942317932773,0.7441947804212741,10,19
94,ccrenewbackground_exparte,4.0518239982401925,3.6906554312483437,0.36116856699184874,0.7713802384983516,10,10
90,ccbackgroundnics_invcommitment,4.992988514622829,4.7398462842334785,0.2531422303893507,0.8245905650944041,13,12
87,ccbackgroundnics_danger,4.992988514622829,4.7398462842334785,0.2531422303893507,0.8245905650944041,13,12
88,ccbackgroundnics_dvro,4.906251221341527,5.1068378372014385,-0.2005866158599119,0.868778845086977,15,12
100,college_dvro,4.634425319309328,4.770023958745099,-0.13559863943577177,0.8927414612280621,18,12
103,college_mcdv,4.628097454955057,4.519207248890725,0.10889020606433242,0.9222197647964359,16,11
7,age18longgunsale_elementary,5.222853710382978,5.102952664032028,0.11990104635095022,0.9276836713634061,11,13
91,ccbackgroundnics_mcdv,4.969441253238103,4.925129331064297,0.044311922173806195,0.971836262683121,14,12
