,state,year,gun_deaths,population,democrat,republican,gun_deaths_norm
895,Wisconsin,2013,115.0,5736673,52.8,45.9,2.0046462470494655
896,Wisconsin,2014,163.0,5751272,52.8,45.9,2.8341556441774967
897,Wisconsin,2015,222.0,5759744,52.8,45.9,3.85433797057647
898,Wisconsin,2016,222.0,5772917,46.5,47.2,3.845542903180489
899,Wisconsin,2017,209.0,5795483,46.5,47.2,3.6062568037901244
900,Wyoming,2000,5.0,494300,27.7,67.8,1.0115314586283635
901,Wyoming,2001,8.0,494657,27.7,67.8,1.6172822784272738
902,Wyoming,2002,8.0,500017,27.7,67.8,1.5999456018495373
903,Wyoming,2003,7.0,503453,27.7,67.8,1.3903979120195926
904,Wyoming,2004,5.0,509106,29.1,69.0,0.9821137444854314
905,Wyoming,2005,11.0,514157,29.1,69.0,2.139424339258242
906,Wyoming,2006,5.0,522667,29.1,69.0,0.9566320429642583
907,Wyoming,2007,8.0,534876,29.1,69.0,1.4956737636386752
908,Wyoming,2008,4.0,546043,32.5,64.8,0.7325430414820812
909,Wyoming,2009,10.0,559851,32.5,64.8,1.7861895397168175
910,Wyoming,2010,0.0,563626,32.5,64.8,0.0
911,Wyoming,2011,12.0,567602,32.5,64.8,2.1141574554000866
912,Wyoming,2012,0.0,576608,27.8,68.6,0.0
913,Wyoming,2013,0.0,582341,27.8,68.6,0.0
914,Wyoming,2014,15.0,583334,27.8,68.6,2.5714256326564198
915,Wyoming,2015,21.0,586102,27.8,68.6,3.58299408635357
916,Wyoming,2016,18.0,584910,21.6,67.4,3.0773965225419295
917,Wyoming,2017,9.0,579315,21.6,67.4,1.5535589446156235
