,state,latitude,longitude,n_killed,location_description
190811,Oklahoma,36.1481,-95.86399999999999,1,America's Value Inn
190816,Tennessee,36.1647,-86.7771,0,Belle Meade
190818,Texas,27.5454,-99.4821,2,Stripes Convenience Store
190821,California,40.1573,-122.238,0,Circle K
190826,Pennsylvania,40.9632,-76.1096,0,Sugarloaf Township
190834,Illinois,41.7529,-87.6093,1,Chatham
190835,Florida,28.5316,-81.4179,0,People's Choice
190836,Nevada,39.4947,-119.804,0,Golden Apartments
190837,Illinois,42.0211,-87.6711,0,Rogers Park neighborhood
190838,Nevada,39.5367,-119.727,0,Sparks Marina
190839,Pennsylvania,40.2325,-77.219,0,North Middleton Park
190840,Illinois,41.8859,-87.6251,0,Park Manor
190850,New York,43.126999999999995,-79.0381,0,Town of Niagara Junk Yard
190852,New York,40.6952,-73.9311,1,Bushwick neighborhood
190858,New Mexico,35.1316,-106.605,2,New Beginnings Church
190859,Nevada,36.1028,-115.12899999999999,0,The Enclave
190867,Illinois,41.8919,-87.7064,0,East Garfield Park
190868,Florida,28.6122,-81.4543,0,Walmart
190875,Wisconsin,42.6205,-87.8283,0,Petretti Park
190878,Illinois,41.7143,-87.6577,0,Washington Heights
190879,Florida,26.0923,-80.2505,1,Pollo Tropical
190881,Virginia,36.7718,-81.781,0,Knights Inn
190882,Texas,29.6704,-95.3645,0,Sunnyside Neighborhood
190883,Illinois,41.9009,-87.7214,0,Humboldt Park
190891,District of Columbia,38.9362,-76.9924,0,Turkey Thicket
190892,Pennsylvania,40.2334,-77.2212,0,North Middleton Park
190896,Iowa,42.3887,-95.8653,0,The Gun Store
190900,California,38.1187,-122.20299999999999,0,Jesse Bethel High School
190901,Texas,33.9496,-98.5515,0,7-Eleven
190904,Florida,28.1697,-81.7376,1,Hilochee Wildlife Management area
190911,Alaska,61.1728,-149.855,0,Alpine Apartments
190918,Massachusetts,42.2992,-71.0763,0,Ripley Playground
190919,Oklahoma,36.1511,-95.9945,1,Riverview Park Apartments
190922,New York,41.1001,-73.9528,0,Exit 21
190923,Illinois,41.9648,-87.7197,0,Albany Park neighborhood
190932,Pennsylvania,40.4574,-79.8952,0,Rosing Lounge
190933,Kansas,39.8581,-95.5401,0,Kickapoo Reservation
190938,Louisiana,29.9388,-90.1071,0,Freret neighborhood
190942,New York,40.6937,-73.9913,0,Sutter Ave - Union St. Houses
190945,Tennessee,35.1798,-89.9764,0,Hyde Park area
190963,California,32.7076,-117.072,0,Valencia Park neighborhood
190975,Illinois,41.7952,-87.6452,0,Back of the Yards neighborhood
190976,North Carolina,35.5782,-82.5575,0,Livingston Apartments
190978,Iowa,41.9736,-91.6812,0,America’s Second Amendment Firearms
190979,Ohio,41.5575,-81.5852,0,South Collinwood neighborhood
190980,Georgia,32.4669,-84.9933,0,Jimmy's Fine Jewelry
190990,Georgia,33.738,-84.25,1,Decatur Garden Apartments
190991,Rhode Island,41.8179,-71.4082,0,Jewelry District
190994,Illinois,41.64,-87.61,0,Dolton Municipal Office
191002,Alabama,33.6065,-86.6898,1,Citgo Gas Station
191003,Florida,30.4153,-84.2972,0,Kayzer Villas
191004,Maryland,39.2972,-76.5716,1,Southeast Baltimore
191005,New York,40.8285,-73.8801,1,(Soundview)
191007,Maryland,39.3438,-76.5435,0,Northeast Baltimore
191011,South Carolina,34.4242,-79.3717,0,Rosewood Apartments
191014,Texas,29.6056,-98.2802,1,WalMart
191015,Illinois,41.8995,-87.76100000000001,1,Austin
191016,Maryland,39.311,-76.5933,1,Broadway East neighborhood
191020,Illinois,38.6175,-90.1304,1,Discount Liquors
191022,Ohio,41.5191,-81.6372,0,Sunoco
191023,Illinois,41.7285,-87.6604,0,Brainerd neighborhood
191026,Illinois,41.7416,-87.6381,0,Gresham
191034,Louisiana,30.0205,-90.0201,0,Pines Village Neighborhood
191038,South Carolina,32.9346,-80.0515,0,McDonald's
191040,Louisiana,29.9673,-90.1016,3,Mid-City Event Center
191042,Illinois,41.7476,-87.6039,0,East Chatham
191049,New York,41.4548,-74.4327,0,Brewery Apartments
191052,Minnesota,44.9813,-93.2728,0,Pizza Luce
191057,Missouri,39.0677,-94.5446,0,BP
191058,Pennsylvania,39.9237,-75.1548,0,South Philadelphia
191062,Ohio,39.1074,-84.5696,0,East Price Hill
191063,California,35.3595,-119.00299999999999,1,Family Dollar
191064,Massachusetts,42.2937,-71.3846,0,Hartford Street Presbyterian Church
191066,Florida,26.7894,-80.248,0,JW Corbett Wildlife Management Area
191068,Colorado,38.8762,-104.757,0,Mission Trace Shopping Center
191070,Illinois,41.9001,-87.7067,0,Humboldt Park
191072,Alaska,64.8519,-147.696,0,Walmart
191075,Massachusetts,42.2564,-71.8236,0,Mahoney's Pub
191076,Massachusetts,41.9446,-70.6455,0,Beth Israel Deaconess Hospital- Plymouth
191079,Texas,32.8087,-96.7714,1,Knox Henderson neighborhood
191085,Indiana,37.9864,-87.4926,0,Shoe Carnival/Taco Bell
191091,Pennsylvania,40.455,-80.0266,1,Manchester neighborhood
191095,Maryland,39.0528,-76.6182,0,Milano Pizza
191099,New York,40.6651,-73.4523,0,Exit 23
191100,Illinois,41.8849,-87.6819,1,West Town neighborhood
191107,Missouri,38.5625,-90.2429,1,Carondelet neighborhood
191108,Massachusetts,42.1227,-72.5431,2,Kick Back Lounge
191112,Texas,32.7524,-96.4631,0,CYA Guns & Ammo
191115,Kentucky,37.7207,-87.1246,0,Towne Square Mall
191116,Kentucky,38.2269,-85.7762,1,Algonquin Neighborhood
191119,Rhode Island,41.8105,-71.4623,0,American Expo Center
191125,Pennsylvania,40.0627,-75.1866,2,East Mount Airy Section
191126,Pennsylvania,41.2494,-75.8549,0,Passion Lounge
191131,Illinois,41.8513,-87.7323,0,Lawndale
191133,Tennessee,35.8661,-86.3616,0,College Grove Apartments
191137,Illinois,41.8619,-87.7224,0,Lawndale neighborhood
191143,Illinois,41.9027,-87.7166,0,Humboldt Park
191146,Illinois,41.9225,-87.6893,2,Logan Square
191147,Louisiana,29.9656,-90.1151,0,Holly Grove
191150,Mississippi,30.5177,-89.6649,1,Salem Baptist Church
191154,Massachusetts,42.3191,-71.0519,0,Dorchester neighborhood
191156,Kentucky,38.0769,-85.6674,2,Partridge Meadows Apartments
191157,Ohio,39.1273,-84.5117,1,Clifton Heights
191159,Illinois,41.8559,-87.6909,0,Little Village
191160,Illinois,41.8766,-87.7617,0,Austin
191164,Illinois,41.7728,-87.6085,0,Park Manor neighborhood
191166,Louisiana,29.9656,-90.1151,0,Hollygrove area
191170,Oklahoma,36.1612,-95.9409,0,QuikTrip
191171,Washington,47.9274,-122.223,0,McDonald's
191174,Michigan,42.2152,-83.5434,1,Tim Hortons
191176,Iowa,42.5081,-92.3314,0,Old Skool Lounge
191177,Texas,29.8105,-95.2019,1,Pine Trails subdivision
191180,Connecticut,41.3677,-72.0998,0,Riverside Park
191181,California,37.9575,-121.337,0,Civic District
191182,California,38.0038,-121.273,0,Valley Oak District
191186,Nebraska,41.2565,-95.9306,0,Old Market
191187,South Carolina,32.9941,-80.2205,1,Gates of Summerville Apartments
191199,Maryland,39.3599,-76.5953,0,Glen Oaks neighborhood
191201,Florida,25.8176,-80.1231,0,Fontainebleau
191203,New York,40.8519,-73.9348,0,21 Bar
191204,Florida,30.319000000000003,-81.5351,0,Arlington neighborhood
191208,Florida,30.1578,-81.641,1,Moncrief neighborhood
191217,Michigan,42.3519,-83.0325,1,Motor City Liquor
191218,Kentucky,36.8464,-86.883,0,Five Star
191220,Washington,46.6702,-122.975,1,Kmart
191222,New Jersey,40.8934,-74.0458,2,The Hampton
191226,Illinois,41.8752,-87.7328,0,West Garfield Park
191227,Indiana,39.8273,-86.046,0,Getgo Cafe Gas Station
191228,Illinois,41.7612,-87.5618,0,South Shore
191229,South Carolina,33.7679,-78.805,0,Pirates Voyage
191235,Pennsylvania,39.9858,-75.141,0,El Batey Bar
191238,Pennsylvania,40.1982,-80.3113,1,Town & Country Estates mobile home
191240,Pennsylvania,41.7499,-79.9092,1,Athens Township
191242,North Carolina,35.9865,-78.9279,0,Emerald City Ultra Bar and Lounge
191248,Virginia,37.5779,-77.5122,0,7-Eleven
191251,Texas,30.0104,-95.4458,0,EZ Pawn
191253,Tennessee,35.0394,-90.0925,1,Southwest Memphis
191255,Florida,27.4346,-82.5466,0,El Paisano's
191257,California,36.7289,-119.79299999999999,0,El Patio Club
191261,Texas,29.9505,-95.397,2,Rockridge Bend Apartments
191263,Missouri,38.6734,-90.2934,1,Wellston community
191264,Virginia,36.8854,-76.2604,0,Food Lion
191274,Illinois,41.9047,-87.729,1,Humboldt Park
191275,Illinois,41.7683,-87.686,0,Marquette Park neighborhood
191279,Florida,28.5516,-81.4753,0,Waffle House
191280,Virginia,36.9156,-76.2695,0,Farm Fresh Supermarket
191281,Michigan,42.1423,-83.6198,0,Augusta Township
191283,Alaska,55.4741,-133.145,0,Wadleigh Island
191292,Alabama,30.6901,-88.1949,0,Dickens Ferry Apartments
191299,Washington,47.6458,-117.471,1,Canyon Greens apartment complex
191302,Arkansas,34.5325,-92.4079,0,Sardis neighborhood
191308,Louisiana,30.035,-89.9304,0,Village de l'Est neighborhood
191314,Ohio,39.5688,-84.2997,0,Shurform Laminates
191317,Georgia,32.051,-84.7991,0,Liberty Food Mart
191326,Pennsylvania,40.4668,-79.9449,0,Garfield section
191330,Washington,47.6138,-122.33200000000001,0,South Seattle
191332,Louisiana,30.035,-89.9304,0,Village de l'est neighborhood
191333,Indiana,41.1225,-85.0471,1,Ravenscroft Beauty College
191334,Illinois,41.8145,-87.635,1,Fuller Park
191338,Pennsylvania,41.0446,-76.2953,0,Briar Creek
191341,Florida,28.5799,-81.2934,6,Fiamma Inc.
191344,New Mexico,32.8426,-104.431,0,Moose Lodge
191345,Illinois,41.8648,-87.6857,0,Lawndale neighborhood
191348,Florida,30.3305,-81.6981,0,Hollybrook Homes Apartments
191349,Florida,29.2781,-81.0324,0,Tropic Sun Towers
191351,New York,40.8292,-73.9077,0,Morrisania neighborhood
191354,Pennsylvania,39.9652,-75.1925,1,Mantua section
191357,Pennsylvania,40.0526,-75.1453,1,West Oak Lane
191359,Illinois,38.6726,-90.0155,0,Walmart
191378,Washington,47.6527,-117.426,0,Exxon
191385,Oklahoma,36.1739,-95.9498,0,Sequoyah Park
191396,Pennsylvania,39.9159,-75.1635,1,North Philadelphia
191399,Nevada,36.159,-115.125,0,Wireless Clinic
191401,Tennessee,36.1514,-86.7637,1,Tony Sudekum Apartments
191410,Rhode Island,41.8167,-71.4448,1,Burger King
191411,California,37.9598,-121.285,0,Civic District
191415,Utah,40.6765,-111.84899999999999,0,The Church of Jesus Christ of Latter-day Saints
191417,Massachusetts,42.6259,-71.2685,0,Motel 6
191419,California,37.9735,-121.271,0,Civic District
191420,California,37.9289,-121.28299999999999,0,Seaport District
191423,Minnesota,44.9488,-93.0907,0,Raspberry Island
191428,Florida,28.5541,-81.7459,0,McKinney Park
191431,Florida,27.9889,-82.4089,0,Williams Park Center
191432,Illinois,41.751000000000005,-87.62299999999999,1,Chatham
191436,Virginia,36.9153,-76.2414,0,Bayview Medical Center
191437,Illinois,41.7623,-87.5764,0,South Shore
191438,Illinois,41.6888,-87.635,0,Roseland
191439,Illinois,41.7779,-87.6004,0,Woodlawn
191440,Illinois,41.7533,-87.56299999999999,0,South Shore
191442,Tennessee,35.0974,-89.9308,0,Us Tobacco
191443,New York,40.67,-73.6048,0,Brookside Elementary School
191451,Illinois,41.7569,-87.5579,0,South Shore
191463,Florida,30.4114,-84.2825,1,College Club Apartments
191480,Wisconsin,43.0363,-89.4534,0,BP
191481,Texas,30.1325,-94.1588,1,Sienna Apartment Homes
191483,Indiana,41.6055,-87.3618,0,Horace Mann section
191485,Massachusetts,42.2803,-71.0832,0,Mattapan neighborhood
191492,Connecticut,41.7969,-73.1207,0,Cumberland Farms
191493,California,34.0191,-117.92399999999999,0,Industry
191494,California,34.0645,-118.21,1,Lincoln Heights
191501,Kentucky,38.076,-84.4799,0,Caballo Run Apartments
191502,North Carolina,34.2331,-77.8704,0,Campus Edge Condos
191504,Alabama,33.562,-86.9338,0,FOP Gun Range
191507,Illinois,41.9095,-87.7634,0,Austin
191510,Indiana,41.6667,-85.9658,0,El Pariso Supermarket
191513,Illinois,41.9313,-87.7663,0,Montclare neighborhood
191514,Tennessee,35.7824,-83.9852,0,Holiday Inn Express and Suites
191524,Georgia,33.7782,-84.4257,0,Fulton County Jail
191526,Pennsylvania,40.3512,-75.9193,1,McDonald's
191532,Florida,29.2099,-81.035,0,Pooh Bear's Car Wash
191534,Indiana,38.3157,-85.7498,0,Orion Wholesale
191538,Nevada,36.1111,-115.16799999999999,0,Planet Hollywood
191541,Texas,32.4729,-97.0135,0,Walmart
191548,Delaware,39.6359,-75.7436,0,Leisure Fitness Equipment
191549,Indiana,39.8284,-86.1579,0,Tarkington Park
191553,Washington,47.6104,-122.314,1,Avenue Apartments
191555,California,34.5275,-117.301,0,7th Street Pawn Shop
191556,Pennsylvania,40.0074,-75.0909,0,Frankford section
191559,California,34.0248,-118.259,0,Numero Uno Markets
191566,Pennsylvania,40.0121,-75.1599,0,Tioga-Nicetown section
191570,Mississippi,32.3116,-90.198,0,Battery Sales & Service
191572,Ohio,40.7994,-81.3715,0,Refuge of Hope
191578,Texas,28.0913,-97.8328,2,Huff's Market
191579,Wisconsin,43.1076,-87.8959,0,Whitefish Bay High School
191581,Tennessee,36.149,-86.7585,1,J. C. Napier Homes
191584,Tennessee,36.2701,-86.62700000000001,0,Chesapeake Harbor residential community
191585,Tennessee,36.3094,-86.6744,0,nRange Gun Store
191589,Ohio,39.9513,-83.0606,0,Hilltop
191593,California,38.0185,-121.28399999999999,0,Valley Oak District
191597,New Jersey,39.765,-75.0483,2,NJ Transit Washington Township Garage
191603,Virginia,37.5442,-77.449,0,Taylors Barber Shop
191606,California,38.5553,-121.725,1,Davis Cemetery
191607,Tennessee,36.2172,-86.3328,0,Kmart
191608,Tennessee,36.2886,-86.7424,0,Dickerson Pike car lot
191612,Florida,28.826,-81.8864,0,Quality Inn
191628,Delaware,39.7405,-75.5754,0,Canby Park
191631,California,36.6823,-121.641,1,Motel 6
191638,New Jersey,40.2273,-74.7719,1,Delaware & Raritan Canal towpath
191645,Kentucky,37.8326,-87.5943,0,Cool Breeze Vapor
191646,Ohio,41.6529,-83.5694,0,New Towne Apartments
191651,Illinois,41.7952,-87.6476,0,Back of the Yards
191656,Illinois,41.7613,-87.5603,0,South Shore
191657,Illinois,41.7957,-87.6734,0,Back of the Yards
191658,Michigan,42.2249,-83.5714,0,Sugarbook Park
191660,Georgia,34.0762,-84.6536,0,Chevron
191662,Washington,47.676,-117.28399999999999,0,Motel 6
191668,Arkansas,35.0814,-92.4518,1,College View Apartments
191672,Alabama,33.6332,-86.587,0,Birmingham Pistol Wholesale
191673,California,37.9415,-121.295,0,Seaport District
191677,North Carolina,35.5782,-82.5575,0,Livingston Street Apartments
191679,Louisiana,32.4389,-93.7631,0,Cedar Grove neighborhood
191681,California,33.9018,-118.291,0,Chevron
191682,Alabama,32.6435,-85.3499,0,Circle K
191686,Georgia,32.7979,-83.7285,0,Westwood Trailer Park
191688,Illinois,41.7518,-87.5805,1,South Shore
191689,Illinois,41.8662,-87.7178,2,North Lawndale neighborhood
191692,Illinois,41.7033,-87.6284,0,Fernwood neighborhood
191693,Illinois,41.8658,-87.729,0,Lawndale
191696,Florida,30.3401,-81.6446,0,Bethesda Faith Assembly Church
191699,New Jersey,39.7279,-75.0127,0,Wawa
191702,Massachusetts,42.3359,-71.0801,0,Roxbury neighborhood
191712,Mississippi,33.7332,-90.7259,0,Westside Trailer Park
191725,Massachusetts,42.3015,-71.0829,0,Erie Street Market
191727,Illinois,41.9078,-87.7575,0,Austin
191728,Massachusetts,42.3136,-71.0652,0,Dorchester neighborhood
191731,Virginia,37.5469,-77.398,0,Creighton Court
191733,Florida,29.1934,-82.0992,0,Berkeley Pointe Apartments
191737,Texas,32.4831,-99.7115,0,Dyess Air Force Base
191742,Tennessee,35.1159,-90.0548,0,Shell Gas Station
191745,Minnesota,44.9043,-92.9784,1,Carver Lake Park
191749,Louisiana,30.0483,-89.9588,0,Wind Run Apartments
191750,Illinois,41.8759,-87.7453,0,Austin
191752,Illinois,41.8741,-87.7397,0,Austin
191759,Oklahoma,34.6,-98.4288,1,College Apartments
191762,Massachusetts,42.3266,-71.0919,0,Roxbury neighborhood
191764,New Mexico,35.0896,-106.64299999999999,0,Shell
191768,Oklahoma,34.6231,-98.3359,0,Fluffy’s Liquor
191770,Michigan,44.7702,-85.6594,0,Village of Ellsworth
191775,Florida,28.528000000000002,-81.4623,0,Indigo West
191785,Ohio,39.1474,-84.3941,1,Fairfax neighborhood
191787,Mississippi,31.7097,-90.1531,1,Oma community
191791,Alabama,30.7073,-88.0909,0,DB Discount
191798,Illinois,41.8191,-87.6851,0,Southwest Side
191799,Illinois,41.8098,-87.7032,0,Brighton Park
191800,Minnesota,45.0392,-93.2878,0,Camden Tavern and Grill
191805,Illinois,41.9769,-87.7294,0,West Side
191807,Massachusetts,42.2786,-71.1369,0,T-Mobile
191812,Michigan,42.2374,-83.626,1,Sauk Pointe Trail Apartments
191813,Massachusetts,42.0858,-71.0223,0,Fernandez Family Liquor
191816,Virginia,37.4731,-77.5259,0,Exxon
191820,Arizona,32.144,-110.979,2,Mission Manor Park
191823,New Mexico,35.1419,-105.98,0,Mile marker 38
191824,Pennsylvania,41.4346,-75.9228,4,Weis supermarket
191825,California,37.3885,-122.00399999999999,1,Knockout Sports Grill
191826,Wisconsin,43.016999999999996,-87.9293,0,Milwaukee’s south side
191827,Illinois,41.7275,-87.60700000000001,0,Chatham neighborhood
191828,Louisiana,29.9962,-90.0499,0,Gentilly Terrace neighborhood
191831,Louisiana,32.7663,-92.3688,1,Union Parish
191841,Kentucky,39.0588,-84.5131,1,City Heights housing complex
191844,Florida,28.7692,-81.2809,0,Marina Village Apartments
191849,California,34.0811,-118.194,0,El Sereno neighborhood
191850,West Virginia,38.3893,-81.8336,0,Dean's Pawn
191854,Massachusetts,42.3412,-71.0846,0,Northeastern U Matthews Arena
191855,Florida,30.2034,-82.6418,0,Cedar Park Apartments
191860,Florida,26.5637,-82.0019,1,Barclay Bay at Cape Coral Parkway condos
191864,Ohio,40.021,-82.9712,1,North Linden
191865,New Jersey,40.7748,-74.1594,0,Luis Munoz Marin Middle School
191868,Massachusetts,42.321999999999996,-71.077,0,Roxbury neighborhood
191871,Massachusetts,42.3161,-71.089,0,Roxbury neighborhood
191873,Massachusetts,42.3034,-71.0757,0,Dorchester neighborhood
191876,Illinois,41.7867,-87.6938,1,Gage Park
191877,Tennessee,35.9771,-83.9428,1,Beaumont neighborhood
191878,Texas,32.9001,-96.8929,1,Dallas Cabaret
191885,California,32.8217,-117.15700000000001,0,24 Hour Fitness
191888,Georgia,33.7592,-84.1968,1,Lucky Panda
191893,California,33.9599,-118.243,1,Florence Firestone
191894,Florida,29.5756,-81.1932,1,Players Club
191896,Illinois,41.782,-87.6031,1,Woodlawn
191920,Michigan,42.2711,-85.6555,0,Red Roof Inn
191922,Nevada,39.1747,-119.735,0,Bella Lago Apartments
191928,New Mexico,36.3852,-105.594,0,Filemón Sanchez Park
191930,Illinois,41.7441,-87.5928,0,Avalon Park neighborhood
191931,Illinois,41.873000000000005,-87.745,0,South Austin neighborhood
191932,Illinois,41.8776,-87.7111,0,Fifth City neighborhood
191934,Illinois,41.8932,-87.7582,0,Austin neighborhood
191935,Illinois,41.8895,-87.7545,0,Austin neighborhood
191941,California,38.0235,-121.35700000000001,0,Bear Creek District
191943,Washington,47.4763,-122.22,0,Plum Tree Park Apartments
191959,Pennsylvania,40.0116,-75.1204,1,Hunting Park neighborhood
191966,Illinois,38.5693,-89.9297,0,White Castle
191974,Massachusetts,41.8042,-71.3321,0,Motel 6
191976,Maryland,38.9766,-76.5079,0,Quick Mart
191981,Missouri,39.1184,-94.5828,1,Holiday Apartments
191982,Virginia,36.9308,-76.3128,1,Breezy Point Apartments
191986,Ohio,39.7694,-84.0493,0,Caddy's Tap House
191992,Kentucky,37.9417,-84.546,0,Bonded Links motorcycle club
191997,Oklahoma,36.2198,-95.993,1,Super Stop
192000,Mississippi,32.3302,-90.1926,1,Just for Kids Barbershop
192004,Arizona,33.4649,-111.90899999999999,0,McDonald's
192005,Illinois,41.9221,-87.7683,1,Belmont Central neighborhood
192008,Illinois,41.9076,-87.7633,1,Austin
192010,Illinois,41.8726,-87.7231,0,Lawndale
192015,California,34.243,-118.454,1,Panorama City
192016,California,34.0252,-118.215,1,Boyle Heights
192019,Illinois,41.8797,-87.7474,0,South Austin
192021,Florida,27.6744,-80.4185,0,Guy Colley Grocery
192024,New York,40.696999999999996,-73.9353,1,Bushwick area
192028,Connecticut,41.1989,-73.1803,0,Pep Boys
192029,Tennessee,36.5936,-87.4175,0,The Tactical Edge
192034,Pennsylvania,40.461999999999996,-80.0057,0,Fineview
192040,Wyoming,41.1242,-104.80799999999999,0,Lamp Lounge
192044,New York,40.8401,-73.876,1,Supreme Clientele Beauty Salon
192047,Maryland,39.3122,-76.618,0,Charles North neighborhood
192050,Maryland,39.3124,-76.6342,0,Reservoir Hill
192054,Utah,40.2655,-111.65799999999999,0,Eagle Mountain area
192056,New York,40.8123,-73.9239,0,Masjid Ebun Abass
192057,California,33.7457,-117.837,0,Guest Inn
192058,South Carolina,34.9969,-81.9732,0,Campus Edge Apartments
192062,North Carolina,35.2404,-80.918,1,Exxon
192069,Pennsylvania,39.9325,-75.1745,1,Eight Brothers Food Market
192073,Louisiana,29.9815,-90.11200000000001,1,Greenwood Cemetery
192074,Pennsylvania,40.4623,-80.007,0,Fineview neighborhood
192077,Maryland,39.2816,-76.6309,0,Pigown
192082,Nevada,36.1363,-115.19,1,Adult World
192083,Maryland,39.2956,-76.6311,1,Harlem Park
192084,Delaware,39.7071,-75.5594,0,Overview Gardens
192086,Iowa,43.2,-96.3194,0,Rock Valley Gun Club
192088,Missouri,38.9277,-94.494,0,Johnson Elementary School
192092,New York,40.696,-73.7779,1,Jamaica area
192094,California,36.9111,-121.74799999999999,0,Bridge Street Grocery and Liquor
192096,California,38.0355,-121.33200000000001,0,Bear Creek District
192098,Massachusetts,42.3374,-71.0541,0,West Broadway project
192100,Kansas,37.6839,-97.3508,0,Rueben's Mexican restaurant
192107,Massachusetts,42.3173,-71.0734,0,Dorchester neighborhood
192108,California,37.9282,-121.26,0,Park District
192109,California,37.9616,-121.274,0,Park District
192111,Illinois,41.6816,-87.6253,0,West Pullman
192112,Florida,28.4637,-81.4768,0,Fun Spot America
192119,Maryland,39.2788,-76.6357,0,Washington Village / Pigtown neighborhoods
192120,Maryland,39.3044,-76.6707,0,Rosemont neighborhood
192121,Indiana,37.9725,-87.6237,0,Evansville's west side
192123,California,36.9884,-121.977,0,Santa Cruz Flea Market
192125,Mississippi,32.8642,-90.4144,0,Shady Lane Apartments
192128,Tennessee,35.131,-90.0311,0,East Street Apartments
192130,California,32.7141,-117.164,1,Horton Plaza
192131,California,37.7975,-121.20700000000001,0,Quicki Kleen Car Wash
192137,Georgia,32.5273,-84.8855,0,Legends Sports Bar
192138,North Carolina,35.5806,-80.7937,0,Wellesley subdivision
192140,Florida,30.4198,-84.3444,2,Tyson Green Condominums
192144,Florida,27.8284,-82.6797,0,Wawa
192147,Georgia,33.738,-84.2541,1,Austin Oaks apartments
192155,Georgia,32.1008,-82.9556,0,Clarion Inn
192157,Alabama,30.7498,-88.1146,0,St. Stephens Woods Apartment
192160,Illinois,41.8605,-87.7301,0,North Lawndale
192163,West Virginia,38.4002,-81.4905,0,Pinch community
192167,Pennsylvania,40.2798,-76.8899,0,Kennedy Fried Chicken
192173,Maryland,38.3678,-75.5855,1,VFW
192176,Ohio,39.2109,-84.4422,1,Lakeshore Drive Apartments
192179,California,37.691,-122.15799999999999,0,St Felicitas Church
192180,Wisconsin,43.077,-87.946,0,Michael J. Prescott Peace Center
192182,California,34.0735,-118.272,1,Westlake Village neighborhood
192184,Wisconsin,43.0464,-91.1123,0,McDonalds
192186,Missouri,39.0308,-94.4768,0,Fast Stop
192187,New York,40.7135,-73.7645,0,Hollis area
192191,Texas,29.5233,-98.3938,0,Delta Inn Motel
192193,Arizona,33.466,-112.045,1,Plush Gentlemens Club
192194,Massachusetts,42.3352,-71.093,0,Mission Hill neighborhood
192195,Massachusetts,42.2666,-71.0179,0,CVS
192197,Alabama,33.1827,-87.5418,0,University Manor
192198,Illinois,41.754,-87.6557,0,Auburn Gresham
192199,Illinois,41.7285,-87.6568,0,Brainerd neighborhood
192201,Illinois,41.7575,-87.6506,0,Gresham
192202,Arkansas,35.9173,-89.91799999999999,1,Sunbath Car Wash 2
192203,Illinois,41.757,-87.5724,0,South Shore neighborhood
192205,Massachusetts,42.0678,-71.0179,0,New Life Temple
192213,California,34.4301,-119.736,0,Earl Warren Showgrounds
192216,Florida,27.4585,-80.3479,0,Boys & Girls Club
192230,Oregon,42.1639,-123.64399999999999,0,Jubilee Park
192235,Florida,29.1163,-82.2196,0,Chick Fil A
192236,Iowa,41.2479,-95.9019,0,Comfort Inn and Suites
192237,New Jersey,40.7318,-74.1623,0,Ironbound neighborhood
192239,New York,43.0762,-76.1566,1,Syracuse's north side
192240,Maryland,38.6706,-75.7578,0,The Gun Merchant
192242,South Carolina,33.8551,-79.763,0,Mary’s Club
192251,California,34.6571,-120.45299999999999,0,North East area
192254,Maryland,39.3111,-76.6426,0,Reservoir Hill
192260,Alaska,55.3649,-131.679,0,Pennock Island
192263,Michigan,42.1095,-86.4599,1,River Terrace Apartments
192264,Hawaii,20.8711,-156.344,0,Maui County
192268,Tennessee,35.0803,-85.2137,0,PlayHouse Lounge
192270,Ohio,39.9612,-82.9899,0,Columbus Metropolitan Library
192273,New York,40.7421,-73.8717,0,Laurelton area
192279,Mississippi,34.24,-88.7181,1,Waffle House
192286,Illinois,41.8742,-87.7353,0,West Garfield Park
192287,Pennsylvania,41.2321,-75.896,0,Dodson Elementary School
192291,Illinois,41.906000000000006,-87.7525,0,North Austin neighborhood
192293,Illinois,41.7777,-87.7791,0,Clearing neighborhood
192295,Illinois,41.8969,-87.7639,0,Austin
192296,Illinois,41.8869,-87.6295,0,Chicago Riverwalk in the Loop
192298,Illinois,41.7975,-87.6757,1,Back of the Yards
192299,Indiana,39.6621,-86.1335,1,Southport Crossing Apartment Complex
192303,Texas,30.031999999999996,-95.4374,0,Parkwood at Cypress Station Apartments
192304,Florida,30.3188,-81.4508,0,Walmart Neighborhood Market
192306,Louisiana,31.3043,-93.6016,0,Kite's Landing Rd
192308,Illinois,41.9092,-87.7801,0,West Side
192312,Virginia,37.5551,-77.4186,0,Whitcomb Court public housing
192313,Virginia,37.5864,-77.4324,0,Essex Village Apartments
192320,Illinois,41.8409,-87.6095,0,31st Street Beach
192322,Florida,25.9934,-80.3065,0,Arium Resort
192329,Rhode Island,41.7978,-71.4141,1,Johnny's Chimi
192330,New York,40.6798,-73.9583,0,Bedford Stuyvesant neighborhood
192333,Illinois,41.8808,-87.7529,0,Austin neighborhood
192336,Ohio,40.0232,-82.9739,0,North Linden neighborhood
192337,Florida,28.5105,-81.4554,0,Willow Key Apartments
192341,California,34.1208,-115.96799999999999,0,Wonder Valley
192344,Ohio,39.9146,-82.8859,0,Ohio Thrift Store
192345,Pennsylvania,39.9955,-75.1541,1,North Philadelphia
192349,North Carolina,34.7659,-79.4671,0,City Express
192352,Illinois,41.8625,-87.7214,1,Lawndale
192357,Illinois,41.8633,-87.7082,0,Lawndale neighborhood
192358,Pennsylvania,40.2248,-77.1916,0,North Middleton Twp
192366,Florida,28.3309,-82.6976,0,Dollar General
