,state,year,gun_deaths,population,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,assault_crime,burglary_crime,larceny_theft_crime,vehicle_theft_crime,other_crime,income,beer,wine,spirits,alcohol_consumed,us_decile,lawtotal,democrat,republican,other_weapon,destructive_device,machinegun,silencer,short_barreled_rifle,short_barreled_shotgun,total_weapons,marijuana,cocaine,tobacco,alcohol_abuse,mental,depression,gun_deaths_norm,other_crime_norm
298,Iowa,2012,33.0,3074386.0,24105.0,174909.0,333.0,1608.0,6894.0,14681.0,36909.0,124144.0,13856.0,198092.0,42607.0,1.36,0.23,0.81,2.4,5.0,25.0,52.0,46.2,876.0,11737.0,3262.0,301.0,343.0,936.0,17455.0,263.0,29.0,679.0,187.0,424.0,163.0,1.0733850596509351,6443.302825344638
299,Iowa,2013,24.0,3089876.0,23627.0,187472.0,357.0,1623.0,7114.0,13915.0,42754.0,130534.0,14184.0,210124.0,43217.0,1.33,0.22,0.79,2.34,6.0,25.0,52.0,46.2,878.0,12465.0,3387.0,360.0,403.0,946.0,18439.0,266.0,35.0,703.0,159.0,418.0,168.0,0.7767301988817674,6800.4023462430205
300,Iowa,2014,62.0,3105563.0,22544.0,197994.0,307.0,1661.0,6601.0,13975.0,47689.0,136668.0,13637.0,220231.0,44351.0,1.34,0.21,0.81,2.37,6.0,25.0,52.0,46.2,879.0,12791.0,3405.0,414.0,442.0,949.0,18880.0,251.0,33.0,709.0,160.0,392.0,158.0,1.9964173967811956,7091.499995330959
301,Iowa,2015,60.0,3118473.0,21619.0,206016.0,306.0,1758.0,6977.0,12578.0,50571.0,140630.0,14815.0,227329.0,45800.0,1.31,0.22,0.83,2.36,5.0,25.0,52.0,46.2,877.0,24563.0,3455.0,793.0,470.0,959.0,31117.0,235.0,27.0,699.0,165.0,402.0,151.0,1.9240185821714666,7289.753671107623
302,Iowa,2016,70.0,3130869.0,20983.0,199274.0,268.0,1760.0,6559.0,12396.0,48570.0,137204.0,13500.0,219989.0,46056.0,1.3,0.23,0.87,2.4,5.0,25.0,41.7,51.2,876.0,15398.0,3495.0,983.0,521.0,965.0,22238.0,254.0,31.0,722.0,167.0,418.0,158.0,2.2358009868825555,7026.451761475808
303,Iowa,2017,71.0,3145711.0,,,,,,,,,,,45996.0,,,,,,24.0,41.7,51.2,876.0,16013.0,3508.0,6490.0,604.0,1003.0,28494.0,,,,,,,2.2570414128952088,
304,Kansas,1999,88.0,,,,,,,,,,,,,1.12,0.15,0.54,1.81,9.0,15.0,,,,,,,,,,,,,,,,,
305,Kansas,2000,101.0,2693681.0,,,,,,,,,,,,1.13,0.15,0.53,1.82,9.0,15.0,37.2,58.0,,,,,,,,,,,,,,3.749515996883076,
306,Kansas,2001,91.0,2702162.0,,,,,,,,,,,,1.12,0.15,0.53,1.8,9.0,15.0,37.2,58.0,,,,,,,,,,,,,,3.367673736807786,
307,Kansas,2002,74.0,2713535.0,,,,,,,,,,,,1.19,0.15,0.54,1.88,9.0,14.0,37.2,58.0,,,,,,,,,,,,,,2.727070039634646,
308,Kansas,2003,78.0,2723004.0,,,,,,,,,,,,1.16,0.17,0.56,1.89,10.0,14.0,37.2,58.0,,,,,,,,,,,,,,2.864483489557856,
309,Kansas,2004,85.0,2734373.0,,,,,,,,,,,,1.14,0.16,0.56,1.86,9.0,14.0,36.6,62.0,,,,,,,,,,,,,,3.1085737022710505,
310,Kansas,2005,61.0,2745299.0,,,,,,,,,,,,1.14,0.18,0.57,1.89,9.0,11.0,36.6,62.0,,,,,,,,,,,,,,2.221980192321492,
311,Kansas,2006,73.0,2762931.0,,,,,,,,,,,,1.14,0.18,0.61,1.94,9.0,11.0,36.6,62.0,,,,,,,,,,,,,,2.6421217178423926,
312,Kansas,2007,71.0,2783785.0,,,,,,,,,,,,1.17,0.15,0.64,1.96,9.0,7.0,36.6,62.0,,,,,,,,,,,,,,2.5504843226039364,
313,Kansas,2008,77.0,2808076.0,,,,,,,,,,,,1.22,0.14,0.65,2.01,9.0,6.0,41.7,56.6,,,,,,,,,,,,,,2.742091026026361,
314,Kansas,2009,92.0,2832704.0,,,,,,,,,,,39204.0,1.18,0.14,0.67,1.99,9.0,6.0,41.7,56.6,,,,,,,,,,,,,,3.2477802128284496,
315,Kansas,2010,68.0,2853118.0,11060.0,78367.0,111.0,971.0,1671.0,7966.0,14364.0,57066.0,6937.0,88975.0,39212.0,1.13,0.14,0.68,1.95,9.0,8.0,41.7,56.6,,,,,,,,,,,,,,2.3833574356195575,3118.518056386031
316,Kansas,2011,81.0,2868756.0,11483.0,80059.0,126.0,1226.0,1823.0,7850.0,15619.0,57435.0,7005.0,90958.0,42532.0,1.07,0.14,0.69,1.9,10.0,8.0,41.7,56.6,670.0,18638.0,2765.0,1284.0,845.0,822.0,25024.0,,,,,,,2.823523506356065,3170.6426060633944
317,Kansas,2012,67.0,2885316.0,10235.0,80029.0,92.0,1066.0,1361.0,7299.0,15921.0,57169.0,6939.0,89755.0,44810.0,1.09,0.14,0.72,1.95,9.0,8.0,38.0,59.7,674.0,19379.0,3289.0,2266.0,1095.0,850.0,27553.0,195.0,31.0,690.0,144.0,381.0,141.0,2.3221026743691158,3110.751127432836
318,Kansas,2013,79.0,2892900.0,9928.0,85704.0,117.0,1003.0,1339.0,7177.0,17476.0,61557.0,6671.0,95223.0,45865.0,0.99,0.14,0.76,1.88,10.0,8.0,38.0,59.7,684.0,20241.0,3534.0,3686.0,1315.0,863.0,30323.0,192.0,32.0,660.0,165.0,371.0,143.0,2.730823740882851,3291.610494659338
319,Kansas,2014,94.0,2899553.0,10292.0,91066.0,85.0,1105.0,1493.0,7609.0,18874.0,65413.0,6779.0,101273.0,46565.0,1.04,0.14,0.75,1.93,9.0,8.0,38.0,59.7,691.0,20839.0,3533.0,4493.0,1506.0,864.0,31926.0,259.0,32.0,644.0,174.0,371.0,145.0,3.2418790068676104,3492.7107730053567
320,Kansas,2015,127.0,2905789.0,10209.0,88655.0,111.0,1122.0,1448.0,7528.0,18712.0,63259.0,6684.0,98753.0,47009.0,1.03,0.14,0.74,1.91,10.0,7.0,38.0,59.7,701.0,21522.0,3660.0,6080.0,1964.0,899.0,34826.0,292.0,28.0,584.0,141.0,372.0,149.0,4.370585751408654,3398.491769361093
321,Kansas,2016,125.0,2907731.0,10602.0,89109.0,97.0,1146.0,1538.0,7821.0,19315.0,63774.0,6020.0,99614.0,47221.0,1.02,0.14,0.75,1.92,10.0,7.0,36.1,56.7,704.0,22580.0,3667.0,7715.0,2276.0,966.0,37908.0,265.0,29.0,583.0,120.0,387.0,154.0,4.298884594207649,3425.832719739206
322,Kansas,2017,152.0,2913123.0,,,,,,,,,,,47603.0,,,,,,7.0,36.1,56.7,708.0,23056.0,3679.0,20948.0,3195.0,1048.0,52634.0,,,,,,,5.217768010482221,
323,Kentucky,1999,142.0,,,,,,,,,,,,,1.07,0.13,0.54,1.74,10.0,6.0,,,,,,,,,,,,,,,,,
324,Kentucky,2000,133.0,4049021.0,,,,,,,,,,,,1.07,0.14,0.53,1.74,10.0,6.0,41.4,56.5,,,,,,,,,,,,,,3.2847446333323536,
325,Kentucky,2001,138.0,4068132.0,,,,,,,,,,,,1.04,0.12,0.46,1.63,10.0,6.0,41.4,56.5,,,,,,,,,,,,,,3.3922203114353224,
326,Kentucky,2002,127.0,4089875.0,,,,,,,,,,,,1.08,0.14,0.54,1.77,10.0,6.0,41.4,56.5,,,,,,,,,,,,,,3.1052293774259607,
327,Kentucky,2003,115.0,4117170.0,,,,,,,,,,,,1.03,0.15,0.57,1.75,10.0,6.0,41.4,56.5,,,,,,,,,,,,,,2.7931807527986456,
328,Kentucky,2004,152.0,4146101.0,,,,,,,,,,,,1.07,0.17,0.57,1.81,10.0,6.0,39.7,59.5,,,,,,,,,,,,,,3.666094964883875,
329,Kentucky,2005,152.0,4182742.0,,,,,,,,,,,,1.04,0.14,0.61,1.8,10.0,6.0,39.7,59.5,,,,,,,,,,,,,,3.6339798151547478,
330,Kentucky,2006,111.0,4219239.0,,,,,,,,,,,,1.04,0.17,0.62,1.82,10.0,7.0,39.7,59.5,,,,,,,,,,,,,,2.630806171444661,
331,Kentucky,2007,152.0,4256672.0,,,,,,,,,,,,1.04,0.17,0.63,1.85,10.0,7.0,39.7,59.5,,,,,,,,,,,,,,3.5708647506784645,
332,Kentucky,2008,160.0,4289878.0,,,,,,,,,,,,1.03,0.17,0.65,1.85,10.0,7.0,41.2,57.4,,,,,,,,,,,,,,3.729709795942915,
333,Kentucky,2009,133.0,4317074.0,,,,,,,,,,,32304.0,1.02,0.18,0.65,1.85,10.0,7.0,41.2,57.4,,,,,,,,,,,,,,3.080790368661737,
334,Kentucky,2010,125.0,4339367.0,10308.0,97158.0,260.0,1174.0,3369.0,5038.0,20834.0,66438.0,9886.0,106739.0,33031.0,1.0,0.18,0.66,1.83,10.0,7.0,41.2,57.4,,,,,,,,,,,,,,2.880604475261023,2459.7827286790907
335,Kentucky,2011,133.0,4368505.0,9887.0,97545.0,219.0,1165.0,3314.0,4710.0,22526.0,67143.0,7876.0,106734.0,34490.0,0.94,0.19,0.66,1.79,10.0,7.0,41.2,57.4,983.0,20527.0,8706.0,7481.0,1188.0,1615.0,40500.0,,,,,,,3.044519807119369,2443.2614819028477
336,Kentucky,2012,159.0,4383673.0,9495.0,99909.0,164.0,1098.0,3343.0,4432.0,23426.0,70108.0,6375.0,108782.0,35586.0,0.97,0.2,0.7,1.87,10.0,7.0,37.8,60.5,1019.0,22239.0,10703.0,12046.0,1379.0,1638.0,49024.0,342.0,51.0,1384.0,192.0,635.0,261.0,3.6270953604431715,2481.5263364762836
337,Kentucky,2013,138.0,4399121.0,9280.0,104448.0,172.0,951.0,3247.0,4215.0,26331.0,72048.0,6069.0,112861.0,35596.0,0.95,0.2,0.7,1.85,10.0,7.0,37.8,60.5,1045.0,23394.0,11458.0,16368.0,1686.0,1719.0,55670.0,334.0,56.0,1278.0,214.0,646.0,230.0,3.136990321475586,2565.535251246783
338,Kentucky,2014,194.0,4410415.0,9852.0,112800.0,201.0,1312.0,3547.0,4792.0,29877.0,76199.0,6724.0,122451.0,37021.0,0.94,0.21,0.72,1.88,10.0,7.0,37.8,60.5,1062.0,23979.0,12204.0,18481.0,1813.0,1701.0,59240.0,398.0,57.0,1242.0,202.0,663.0,224.0,4.398679035873042,2776.405394957164
339,Kentucky,2015,230.0,4422057.0,10465.0,119037.0,151.0,1499.0,3705.0,5110.0,32750.0,79586.0,6701.0,129351.0,38504.0,0.99,0.22,0.76,1.97,9.0,7.0,37.8,60.5,1080.0,25166.0,12605.0,20650.0,2388.0,1739.0,63628.0,449.0,58.0,1262.0,206.0,707.0,252.0,5.2011993513425985,2925.131901284855
340,Kentucky,2016,288.0,4436113.0,10604.0,111170.0,188.0,1438.0,3748.0,5230.0,30433.0,74488.0,6239.0,121576.0,38934.0,0.96,0.22,0.79,1.98,9.0,7.0,32.7,62.5,1088.0,30580.0,13568.0,22238.0,2914.0,1811.0,72199.0,470.0,60.0,1260.0,198.0,737.0,252.0,6.492170059689642,2740.5974554750974
341,Kentucky,2017,273.0,4454189.0,,,,,,,,,,,39393.0,,,,,,7.0,32.7,62.5,1119.0,31652.0,14774.0,27733.0,3927.0,1863.0,81068.0,,,,,,,6.129061878604613,
342,Louisiana,1999,342.0,,,,,,,,,,,,,1.52,0.24,0.69,2.45,3.0,9.0,,,,,,,,,,,,,,,,,
343,Louisiana,2000,427.0,4471885.0,,,,,,,,,,,,1.51,0.22,0.7,2.44,3.0,9.0,44.9,52.6,,,,,,,,,,,,,,9.548546082915816,
344,Louisiana,2001,400.0,4477875.0,,,,,,,,,,,,1.49,0.23,0.69,2.41,3.0,9.0,44.9,52.6,,,,,,,,,,,,,,8.932808530832146,
345,Louisiana,2002,467.0,4497267.0,,,,,,,,,,,,1.32,0.24,0.7,2.26,6.0,9.0,44.9,52.6,,,,,,,,,,,,,,10.3840843783569,
346,Louisiana,2003,473.0,4521042.0,,,,,,,,,,,,1.41,0.25,0.72,2.38,4.0,9.0,44.9,52.6,,,,,,,,,,,,,,10.462189911086869,
347,Louisiana,2004,480.0,4552238.0,,,,,,,,,,,,1.38,0.26,0.73,2.36,5.0,9.0,42.2,56.7,,,,,,,,,,,,,,10.544264161935294,
348,Louisiana,2005,457.0,4576628.0,,,,,,,,,,,,1.47,0.24,0.71,2.41,5.0,9.0,42.2,56.7,,,,,,,,,,,,,,9.98551772178119,
349,Louisiana,2006,443.0,4302665.0,,,,,,,,,,,,1.59,0.25,0.78,2.63,3.0,8.0,42.2,56.7,,,,,,,,,,,,,,10.29594449021711,
350,Louisiana,2007,488.0,4375581.0,,,,,,,,,,,,1.57,0.27,0.81,2.66,3.0,8.0,42.2,56.7,,,,,,,,,,,,,,11.152804621831935,
351,Louisiana,2008,430.0,4435586.0,,,,,,,,,,,,1.55,0.26,0.83,2.64,3.0,8.0,39.9,58.6,,,,,,,,,,,,,,9.694322238369406,
352,Louisiana,2009,449.0,4491648.0,,,,,,,,,,,36284.0,1.5,0.28,0.85,2.63,3.0,8.0,39.9,58.6,,,,,,,,,,,,,,9.996330968054487,
353,Louisiana,2010,432.0,4533372.0,26502.0,154386.0,554.0,1328.0,5576.0,18556.0,34667.0,109380.0,10339.0,179846.0,37227.0,1.42,0.28,0.84,2.55,3.0,8.0,39.9,58.6,,,,,,,,,,,,,,9.529330485122331,3967.157338952109
354,Louisiana,2011,431.0,4574388.0,25202.0,157708.0,492.0,1246.0,5561.0,17416.0,35457.0,112520.0,9731.0,181931.0,38156.0,1.39,0.3,0.88,2.57,4.0,8.0,39.9,58.6,511.0,43001.0,6274.0,3302.0,1352.0,1443.0,55883.0,,,,,,,9.422025416296126,3977.165907220813
355,Louisiana,2012,428.0,4602681.0,23983.0,161192.0,476.0,981.0,5725.0,16400.0,38541.0,113251.0,9400.0,184298.0,40026.0,1.38,0.32,0.9,2.59,4.0,8.0,40.6,57.8,517.0,44821.0,6182.0,4359.0,1577.0,1508.0,58964.0,367.0,60.0,1230.0,247.0,649.0,230.0,9.298928168169812,4004.14454097514
356,Louisiana,2013,446.0,4626795.0,24127.0,165679.0,494.0,1248.0,5539.0,16331.0,41214.0,115300.0,9165.0,188797.0,40100.0,1.34,0.32,0.93,2.58,4.0,8.0,40.6,57.8,527.0,47438.0,6495.0,5668.0,1877.0,1597.0,63602.0,405.0,66.0,1177.0,227.0,681.0,213.0,9.639502074330071,4080.513616877342
357,Louisiana,2014,465.0,4648797.0,22839.0,162673.0,489.0,1155.0,5458.0,15737.0,42037.0,112764.0,7872.0,185023.0,42004.0,1.3,0.33,0.95,2.58,4.0,12.0,40.6,57.8,534.0,48592.0,6583.0,10088.0,2258.0,1613.0,69668.0,425.0,62.0,1123.0,228.0,678.0,210.0,10.002587766254367,3980.018916721896
358,Louisiana,2015,501.0,4671211.0,25373.0,168529.0,506.0,1262.0,5235.0,18370.0,46242.0,113174.0,9113.0,193396.0,42835.0,1.27,0.33,0.98,2.59,4.0,12.0,40.6,57.8,538.0,49929.0,6623.0,18855.0,2981.0,1679.0,80605.0,427.0,66.0,1183.0,251.0,634.0,235.0,10.725270170840066,4140.168363193185
359,Louisiana,2016,527.0,4686157.0,25241.0,165667.0,500.0,1230.0,5297.0,18214.0,45437.0,110260.0,9970.0,190408.0,42257.0,1.25,0.34,1.0,2.59,4.0,12.0,38.5,58.1,543.0,51268.0,6686.0,25203.0,3603.0,1712.0,89015.0,429.0,65.0,1170.0,249.0,599.0,225.0,11.245888688748584,4063.201467641823
360,Louisiana,2017,549.0,4684333.0,,,,,,,,,,,43491.0,,,,,,12.0,38.5,58.1,662.0,53320.0,6803.0,48903.0,5385.0,1758.0,116831.0,,,,,,,11.719918289327424,
361,Maine,1999,15.0,,,,,,,,,,,,,1.16,0.36,0.69,2.21,6.0,9.0,,,,,,,,,,,,,,,,,
362,Maine,2000,11.0,1277072.0,,,,,,,,,,,,1.17,0.38,0.68,2.23,6.0,9.0,49.1,44.0,,,,,,,,,,,,,,0.8613453274365109,
363,Maine,2001,7.0,1285692.0,,,,,,,,,,,,1.21,0.37,0.7,2.28,5.0,9.0,49.1,44.0,,,,,,,,,,,,,,0.5444538816450596,
364,Maine,2002,8.0,1295960.0,,,,,,,,,,,,1.23,0.4,0.7,2.33,5.0,9.0,49.1,44.0,,,,,,,,,,,,,,0.6173030031791105,
365,Maine,2003,6.0,1306513.0,,,,,,,,,,,,1.25,0.4,0.74,2.39,4.0,9.0,49.1,44.0,,,,,,,,,,,,,,0.4592376807578646,
366,Maine,2004,11.0,1313688.0,,,,,,,,,,,,1.26,0.41,0.76,2.44,4.0,9.0,53.6,44.6,,,,,,,,,,,,,,0.8373373281936046,
367,Maine,2005,8.0,1318787.0,,,,,,,,,,,,1.34,0.41,0.77,2.52,3.0,9.0,53.6,44.6,,,,,,,,,,,,,,0.6066180512850067,
368,Maine,2006,15.0,1323619.0,,,,,,,,,,,,1.34,0.42,0.78,2.54,4.0,9.0,53.6,44.6,,,,,,,,,,,,,,1.1332566244515982,
369,Maine,2007,15.0,1327040.0,,,,,,,,,,,,1.35,0.42,0.8,2.57,4.0,9.0,53.6,44.6,,,,,,,,,,,,,,1.13033518205932,
370,Maine,2008,12.0,1330509.0,,,,,,,,,,,,1.33,0.42,0.81,2.56,4.0,11.0,57.7,40.4,,,,,,,,,,,,,,0.9019104718570112,
371,Maine,2009,15.0,1329590.0,,,,,,,,,,,36952.0,1.31,0.42,0.82,2.55,4.0,11.0,57.7,40.4,,,,,,,,,,,,,,1.1281673297783528,
372,Maine,2010,13.0,1328361.0,1648.0,21912.0,20.0,300.0,266.0,950.0,4003.0,17134.0,775.0,23428.0,37533.0,1.3,0.42,0.84,2.56,3.0,11.0,57.7,40.4,,,,,,,,,,,,,,0.978649629129431,1763.677193172639
373,Maine,2011,15.0,1327968.0,1726.0,24361.0,23.0,337.0,311.0,931.0,4694.0,18853.0,814.0,25940.0,38942.0,1.31,0.42,0.87,2.6,3.0,11.0,57.7,40.4,556.0,2342.0,4597.0,1135.0,1370.0,376.0,10376.0,,,,,,,1.1295452902479577,1953.3603219354684
374,Maine,2012,15.0,1328101.0,1698.0,26427.0,21.0,346.0,304.0,889.0,5035.0,20591.0,801.0,27966.0,39814.0,1.34,0.42,0.89,2.65,4.0,11.0,56.3,41.0,570.0,2517.0,4664.0,1290.0,1420.0,410.0,10871.0,163.0,20.0,326.0,73.0,210.0,77.0,1.129432174209642,2105.713345596457
375,Maine,2013,13.0,1327975.0,1761.0,30454.0,24.0,366.0,335.0,907.0,6480.0,23063.0,911.0,32062.0,39703.0,1.36,0.42,0.91,2.69,3.0,11.0,56.3,41.0,567.0,2663.0,4524.0,1538.0,1544.0,417.0,11253.0,186.0,17.0,310.0,73.0,225.0,84.0,0.9789340913797323,2414.352679832075
376,Maine,2014,22.0,1328903.0,1626.0,33398.0,26.0,372.0,420.0,808.0,7476.0,24931.0,991.0,34998.0,41209.0,1.36,0.42,0.93,2.71,3.0,11.0,56.3,41.0,572.0,2775.0,4476.0,1728.0,1528.0,430.0,11509.0,224.0,16.0,301.0,65.0,217.0,87.0,1.6555008153341517,2633.6007970483925
377,Maine,2015,31.0,1327787.0,1638.0,33829.0,26.0,394.0,370.0,848.0,7865.0,24886.0,1078.0,35441.0,42875.0,1.37,0.44,0.97,2.78,3.0,12.0,56.3,41.0,570.0,3134.0,4698.0,2061.0,1640.0,442.0,12545.0,227.0,21.0,282.0,61.0,203.0,83.0,2.334711817482774,2669.17811365829
378,Maine,2016,18.0,1330232.0,1621.0,32900.0,24.0,389.0,412.0,796.0,7364.0,24547.0,989.0,34497.0,44094.0,1.36,0.44,1.01,2.81,3.0,12.0,44.0,9.0,578.0,3320.0,4858.0,2467.0,1725.0,454.0,13402.0,228.0,21.0,279.0,65.0,187.0,76.0,1.353147420901016,2593.3070321567966
379,Maine,2017,33.0,1335907.0,,,,,,,,,,,45072.0,,,,,,12.0,44.0,9.0,583.0,3480.0,5378.0,3371.0,2084.0,475.0,15371.0,,,,,,,2.47023183500049,
380,Maryland,1999,396.0,,,,,,,,,,,,,1.04,0.3,0.74,2.08,7.0,46.0,,,,,,,,,,,,,,,,,
381,Maryland,2000,353.0,5311034.0,,,,,,,,,,,,1.04,0.3,0.75,2.09,7.0,49.0,56.6,40.2,,,,,,,,,,,,,,6.646540014618623,
382,Maryland,2001,363.0,5374691.0,,,,,,,,,,,,1.06,0.3,0.75,2.11,7.0,49.0,56.6,40.2,,,,,,,,,,,,,,6.753876641466458,
383,Maryland,2002,365.0,5440389.0,,,,,,,,,,,,1.06,0.31,0.76,2.12,7.0,50.0,56.6,40.2,,,,,,,,,,,,,,6.709079075044082,
384,Maryland,2003,394.0,5496269.0,,,,,,,,,,,,1.03,0.32,0.77,2.12,7.0,54.0,56.6,40.2,,,,,,,,,,,,,,7.168499212829648,
385,Maryland,2004,386.0,5546935.0,,,,,,,,,,,,1.03,0.33,0.79,2.15,7.0,54.0,56.0,43.0,,,,,,,,,,,,,,6.958797966805092,
386,Maryland,2005,422.0,5592379.0,,,,,,,,,,,,1.02,0.34,0.81,2.16,7.0,54.0,56.0,43.0,,,,,,,,,,,,,,7.545983560842353,
387,Maryland,2006,416.0,5627367.0,,,,,,,,,,,,1.01,0.34,0.83,2.18,7.0,54.0,56.0,43.0,,,,,,,,,,,,,,7.392444814777497,
388,Maryland,2007,424.0,5653408.0,,,,,,,,,,,,1.01,0.36,0.84,2.2,7.0,54.0,56.0,43.0,,,,,,,,,,,,,,7.499900944704504,
389,Maryland,2008,379.0,5684965.0,,,,,,,,,,,,0.99,0.36,0.84,2.19,8.0,54.0,61.9,36.5,,,,,,,,,,,,,,6.66670771060156,
390,Maryland,2009,316.0,5730388.0,,,,,,,,,,,48845.0,0.96,0.36,0.86,2.19,8.0,56.0,61.9,36.5,,,,,,,,,,,,,,5.514460800909118,
391,Maryland,2010,306.0,5773552.0,28400.0,137445.0,481.0,1266.0,10289.0,15874.0,24692.0,100919.0,11834.0,164874.0,49885.0,0.94,0.38,0.89,2.21,7.0,56.0,61.9,36.5,,,,,,,,,,,,,,5.300030206708106,2855.6770598065104
392,Maryland,2011,276.0,5843115.0,28185.0,142547.0,538.0,1209.0,10111.0,15819.0,26432.0,102701.0,13414.0,169686.0,52093.0,0.92,0.39,0.89,2.19,8.0,57.0,61.9,36.5,893.0,38657.0,23393.0,5991.0,1408.0,3679.0,74021.0,,,,,,,4.723507923427829,2904.033208314401
393,Maryland,2012,294.0,5891680.0,26767.0,150390.0,362.0,1144.0,9565.0,15208.0,28134.0,109140.0,13116.0,176307.0,53323.0,0.91,0.39,0.9,2.2,8.0,57.0,62.0,35.9,933.0,45037.0,23709.0,7024.0,1713.0,3771.0,82187.0,512.0,65.0,1141.0,297.0,792.0,308.0,4.990087716916058,2992.4741330146917
394,Maryland,2013,299.0,5932654.0,28235.0,157918.0,384.0,1179.0,10048.0,16124.0,31950.0,112551.0,13417.0,185269.0,52653.0,0.88,0.39,0.9,2.17,8.0,63.0,62.0,35.9,957.0,46788.0,25022.0,7991.0,2188.0,3923.0,86869.0,565.0,72.0,1087.0,320.0,740.0,283.0,5.039902883262702,3122.8687868869483
395,Maryland,2014,294.0,5970245.0,28086.0,162309.0,373.0,1237.0,10173.0,16303.0,33803.0,113550.0,14956.0,190022.0,54036.0,0.86,0.39,0.9,2.15,8.0,63.0,62.0,35.9,967.0,47153.0,25163.0,9103.0,2448.0,3898.0,88732.0,670.0,67.0,1086.0,331.0,735.0,281.0,4.924421024597818,3182.817455565056
396,Maryland,2015,404.0,6000561.0,28817.0,166846.0,399.0,1200.0,10342.0,16876.0,35823.0,114951.0,16072.0,195264.0,56197.0,0.85,0.39,0.9,2.14,8.0,64.0,62.0,35.9,987.0,49531.0,25548.0,10822.0,3489.0,4242.0,94619.0,757.0,75.0,1190.0,329.0,756.0,274.0,6.732703825525647,3254.0957420481186
397,Maryland,2016,429.0,6024752.0,31607.0,173309.0,426.0,1228.0,11054.0,18999.0,36704.0,118578.0,18027.0,204590.0,57972.0,0.83,0.4,0.92,2.15,8.0,64.0,60.3,33.9,998.0,49865.0,26074.0,12340.0,4102.0,4068.0,97447.0,779.0,90.0,1107.0,299.0,758.0,307.0,7.1206250481347615,3395.824425636109
398,Maryland,2017,480.0,6052177.0,,,,,,,,,,,59524.0,,,,,,64.0,60.3,33.9,1029.0,51750.0,25134.0,16183.0,5078.0,3935.0,103109.0,,,,,,,7.9310304374772915,
399,Massachusetts,1999,71.0,,,,,,,,,,,,,1.09,0.51,0.79,2.39,4.0,100.0,,,,,,,,,,,,,,,,,
400,Massachusetts,2000,67.0,6361104.0,,,,,,,,,,,,1.16,0.51,0.87,2.55,2.0,100.0,59.8,32.5,,,,,,,,,,,,,,1.053276286632006,
401,Massachusetts,2001,80.0,6397634.0,,,,,,,,,,,,1.13,0.52,0.79,2.44,3.0,100.0,59.8,32.5,,,,,,,,,,,,,,1.250462280274239,
402,Massachusetts,2002,94.0,6417206.0,,,,,,,,,,,,1.13,0.54,0.8,2.47,3.0,100.0,59.8,32.5,,,,,,,,,,,,,,1.4648119446375885,
403,Massachusetts,2003,78.0,6422565.0,,,,,,,,,,,,1.1,0.56,0.82,2.49,3.0,100.0,59.8,32.5,,,,,,,,,,,,,,1.2144680513159463,
404,Massachusetts,2004,106.0,6412281.0,,,,,,,,,,,,1.1,0.58,0.84,2.52,3.0,100.0,62.1,36.9,,,,,,,,,,,,,,1.653077898488853,
405,Massachusetts,2005,108.0,6403290.0,,,,,,,,,,,,1.07,0.59,0.85,2.51,3.0,100.0,62.1,36.9,,,,,,,,,,,,,,1.6866329652413057,
406,Massachusetts,2006,105.0,6410084.0,,,,,,,,,,,,1.1,0.61,0.85,2.56,3.0,100.0,62.1,36.9,,,,,,,,,,,,,,1.6380440568329526,
407,Massachusetts,2007,115.0,6431559.0,,,,,,,,,,,,1.11,0.62,0.87,2.59,4.0,100.0,62.1,36.9,,,,,,,,,,,,,,1.788057918772105,
408,Massachusetts,2008,98.0,6468967.0,,,,,,,,,,,,1.08,0.62,0.84,2.54,4.0,100.0,61.8,36.0,,,,,,,,,,,,,,1.5149250258967157,
409,Massachusetts,2009,110.0,6517613.0,,,,,,,,,,,51412.0,1.03,0.62,0.85,2.49,4.0,100.0,61.8,36.0,,,,,,,,,,,,,,1.6877344512477193,
410,Massachusetts,2010,126.0,6547629.0,25677.0,106339.0,134.0,1592.0,5365.0,18050.0,19193.0,79088.0,8058.0,131346.0,53058.0,1.04,0.62,0.84,2.5,4.0,100.0,61.8,36.0,,,,,,,,,,,,,,1.9243607113353554,2006.0085872305838
411,Massachusetts,2011,128.0,6612178.0,26453.0,114547.0,131.0,1538.0,5266.0,18974.0,21826.0,84676.0,8045.0,140325.0,55230.0,1.02,0.64,0.88,2.54,4.0,100.0,61.8,36.0,817.0,12255.0,6341.0,4769.0,1035.0,844.0,26061.0,,,,,,,1.935822054397205,2122.2205451819354
412,Massachusetts,2012,73.0,6659627.0,26689.0,125481.0,133.0,1625.0,6077.0,18277.0,24951.0,92226.0,8304.0,151460.0,57178.0,1.03,0.65,0.88,2.57,4.0,100.0,60.7,37.5,837.0,12878.0,6555.0,3679.0,1315.0,887.0,26151.0,868.0,104.0,1341.0,445.0,893.0,318.0,1.0961574874989246,2274.301548720371
413,Massachusetts,2013,84.0,6711138.0,27264.0,137274.0,138.0,1722.0,6705.0,18118.0,30716.0,97437.0,9121.0,163819.0,57145.0,1.0,0.66,0.89,2.56,5.0,100.0,60.7,37.5,861.0,13505.0,6896.0,7248.0,1468.0,880.0,30858.0,885.0,129.0,1300.0,404.0,1005.0,346.0,1.251650614247539,2441.0018092311616
