,state,year,gun_deaths,population,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,assault_crime,burglary_crime,larceny_theft_crime,vehicle_theft_crime,other_crime,income,beer,wine,spirits,alcohol_consumed,us_decile,lawtotal,democrat,republican,other_weapon,destructive_device,machinegun,silencer,short_barreled_rifle,short_barreled_shotgun,total_weapons,marijuana,cocaine,tobacco,alcohol_abuse,mental,depression,gun_deaths_norm,other_crime_norm
530,Nebraska,2016,57.0,1907603.0,5093.0,48827.0,54.0,674.0,1020.0,3345.0,8318.0,36896.0,3613.0,53866.0,50016.0,1.3,0.22,0.71,2.23,7.0,22.0,33.7,58.8,763.0,6291.0,2217.0,6576.0,1354.0,810.0,18011.0,176.0,22.0,409.0,91.0,258.0,98.0,2.9880431095988,2823.7531603798066
531,Nebraska,2017,47.0,1920076.0,,,,,,,,,,,50395.0,,,,,,22.0,33.7,58.8,761.0,6676.0,2226.0,9790.0,1944.0,837.0,22234.0,,,,,,,2.4478197738006204,
532,Nevada,1999,100.0,,,,,,,,,,,,,1.82,0.63,1.29,3.74,1.0,7.0,,,,,,,,,,,,,,,,,
533,Nevada,2000,89.0,2018741.0,,,,,,,,,,,,1.79,0.62,1.26,3.67,1.0,7.0,46.0,49.5,,,,,,,,,,,,,,4.408688385483824,
534,Nevada,2001,109.0,2098399.0,,,,,,,,,,,,1.79,0.59,1.21,3.59,1.0,7.0,46.0,49.5,,,,,,,,,,,,,,5.19443632979238,
535,Nevada,2002,114.0,2173791.0,,,,,,,,,,,,1.74,0.6,1.22,3.56,1.0,7.0,46.0,49.5,,,,,,,,,,,,,,5.24429441468844,
536,Nevada,2003,114.0,2248850.0,,,,,,,,,,,,1.74,0.61,1.23,3.59,1.0,10.0,46.0,49.5,,,,,,,,,,,,,,5.06925762056162,
537,Nevada,2004,123.0,2346222.0,,,,,,,,,,,,1.73,0.63,1.25,3.61,1.0,10.0,48.1,50.7,,,,,,,,,,,,,,5.2424706613440675,
538,Nevada,2005,115.0,2432143.0,,,,,,,,,,,,1.69,0.62,1.21,3.52,1.0,10.0,48.1,50.7,,,,,,,,,,,,,,4.728340397747994,
539,Nevada,2006,131.0,2522658.0,,,,,,,,,,,,1.71,0.65,1.28,3.63,1.0,10.0,48.1,50.7,,,,,,,,,,,,,,5.192935387991555,
540,Nevada,2007,131.0,2601072.0,,,,,,,,,,,,1.66,0.62,1.23,3.52,1.0,10.0,48.1,50.7,,,,,,,,,,,,,,5.036384998185364,
541,Nevada,2008,100.0,2653630.0,,,,,,,,,,,,1.63,0.61,1.29,3.53,1.0,10.0,55.1,42.7,,,,,,,,,,,,,,3.7684228773416035,
542,Nevada,2009,97.0,2684665.0,,,,,,,,,,,36280.0,1.53,0.56,1.11,3.21,1.0,10.0,55.1,42.7,,,,,,,,,,,,,,3.613113740448063,
543,Nevada,2010,90.0,2700551.0,19936.0,76047.0,224.0,1292.0,6340.0,11639.0,18850.0,44017.0,13180.0,95318.0,36826.0,1.49,0.6,1.21,3.3,1.0,10.0,55.1,42.7,,,,,,,,,,,,,,3.3326532252121877,3529.5760013419485
544,Nevada,2011,84.0,2718170.0,20118.0,77137.0,178.0,1232.0,6287.0,11965.0,22360.0,43426.0,11351.0,96621.0,37989.0,1.45,0.63,1.27,3.35,1.0,11.0,55.1,42.7,674.0,27385.0,6342.0,5575.0,2186.0,742.0,40008.0,,,,,,,3.090314439494218,3554.634184028225
545,Nevada,2012,77.0,2752410.0,18043.0,74574.0,170.0,987.0,5954.0,10562.0,21924.0,42466.0,10184.0,92077.0,39213.0,1.41,0.62,1.24,3.27,1.0,11.0,52.4,45.7,679.0,30778.0,6843.0,6671.0,2621.0,767.0,48359.0,326.0,31.0,610.0,197.0,327.0,124.0,2.7975483303722917,3345.322826177786
546,Nevada,2013,88.0,2786547.0,16888.0,79177.0,163.0,1090.0,5183.0,10060.0,23047.0,46132.0,9998.0,95510.0,38938.0,1.4,0.63,1.28,3.31,1.0,11.0,52.4,45.7,807.0,31460.0,7224.0,8079.0,3119.0,835.0,51524.0,324.0,34.0,628.0,176.0,381.0,132.0,3.1580303508248737,3427.5395319009513
547,Nevada,2014,150.0,2831730.0,16763.0,77510.0,124.0,931.0,4918.0,10790.0,22120.0,45372.0,10018.0,94149.0,40737.0,1.41,0.66,1.3,3.36,1.0,11.0,52.4,45.7,744.0,32917.0,7410.0,9104.0,3411.0,850.0,54436.0,304.0,37.0,619.0,158.0,392.0,132.0,5.297115191066944,3324.787320825079
548,Nevada,2015,183.0,2883057.0,15452.0,70075.0,139.0,913.0,4308.0,10092.0,20342.0,40156.0,9577.0,85388.0,43128.0,1.38,0.66,1.29,3.33,1.0,15.0,52.4,45.7,786.0,34306.0,8904.0,14310.0,4886.0,898.0,64090.0,309.0,35.0,590.0,149.0,387.0,150.0,6.347429135115956,2961.7173715261265
549,Nevada,2016,205.0,2939254.0,17929.0,75004.0,158.0,965.0,5298.0,11508.0,22286.0,42533.0,10185.0,92775.0,43579.0,1.41,0.61,1.44,3.46,1.0,15.0,47.9,45.5,812.0,35251.0,10336.0,14928.0,5504.0,954.0,67785.0,319.0,45.0,570.0,129.0,404.0,162.0,6.974558850647137,3156.4131578965275
550,Nevada,2017,259.0,2998039.0,,,,,,,,,,,44626.0,,,,,,21.0,47.9,45.5,860.0,36691.0,11752.0,18563.0,7476.0,1546.0,76888.0,,,,,,,8.638980346820038,
551,New Hampshire,1999,7.0,,,,,,,,,,,,,1.77,0.65,1.64,4.06,1.0,7.0,,,,,,,,,,,,,,,,,
552,New Hampshire,2000,8.0,1239882.0,,,,,,,,,,,,1.78,0.65,1.63,4.06,1.0,15.0,46.8,48.1,,,,,,,,,,,,,,0.6452226905463585,
553,New Hampshire,2001,9.0,1255517.0,,,,,,,,,,,,1.75,0.66,1.62,4.03,1.0,15.0,46.8,48.1,,,,,,,,,,,,,,0.7168361718718266,
554,New Hampshire,2002,5.0,1269089.0,,,,,,,,,,,,1.75,0.7,1.64,4.09,1.0,15.0,46.8,48.1,,,,,,,,,,,,,,0.39398340069136206,
555,New Hampshire,2003,8.0,1279840.0,,,,,,,,,,,,1.75,0.71,1.63,4.09,1.0,12.0,46.8,48.1,,,,,,,,,,,,,,0.6250781347668458,
556,New Hampshire,2004,11.0,1290121.0,,,,,,,,,,,,1.74,0.73,1.67,4.14,1.0,11.0,50.4,49.0,,,,,,,,,,,,,,0.8526332026220796,
557,New Hampshire,2005,8.0,1298492.0,,,,,,,,,,,,1.75,0.75,1.71,4.2,1.0,11.0,50.4,49.0,,,,,,,,,,,,,,0.616099290561667,
558,New Hampshire,2006,12.0,1308389.0,,,,,,,,,,,,1.73,0.78,1.77,4.28,1.0,11.0,50.4,49.0,,,,,,,,,,,,,,0.9171584291827584,
559,New Hampshire,2007,6.0,1312540.0,,,,,,,,,,,,1.82,0.79,1.75,4.36,1.0,11.0,50.4,49.0,,,,,,,,,,,,,,0.4571289255946485,
560,New Hampshire,2008,0.0,1315906.0,,,,,,,,,,,,1.78,0.81,1.79,4.39,1.0,11.0,54.1,44.5,,,,,,,,,,,,,,0.0,
561,New Hampshire,2009,0.0,1316102.0,,,,,,,,,,,45742.0,1.79,0.84,1.84,4.47,1.0,11.0,54.1,44.5,,,,,,,,,,,,,,0.0,
562,New Hampshire,2010,0.0,1316470.0,2637.0,20194.0,17.0,423.0,427.0,1611.0,2963.0,16360.0,871.0,22655.0,47154.0,1.81,0.84,1.85,4.5,1.0,11.0,54.1,44.5,,,,,,,,,,,,,,0.0,1720.889955714904
563,New Hampshire,2011,10.0,1318345.0,2692.0,23453.0,15.0,468.0,475.0,1558.0,3482.0,19076.0,895.0,25954.0,49562.0,1.86,0.92,1.98,4.77,1.0,10.0,54.1,44.5,410.0,3203.0,5479.0,2293.0,1121.0,349.0,12855.0,,,,,,,0.75852678926988,1968.6804288710468
564,New Hampshire,2012,13.0,1320923.0,2625.0,26098.0,16.0,438.0,544.0,1469.0,4191.0,21051.0,856.0,28549.0,51844.0,1.9,0.86,1.89,4.65,1.0,10.0,52.0,46.4,430.0,3459.0,9863.0,2782.0,1457.0,385.0,18376.0,165.0,22.0,95.0,77.0,190.0,74.0,0.9841603182017423,2161.2917634108876
565,New Hampshire,2013,0.0,1322622.0,2952.0,29278.0,21.0,522.0,647.0,1506.0,4979.0,23355.0,944.0,31953.0,51611.0,1.86,0.89,1.93,4.68,1.0,10.0,52.0,46.4,439.0,3874.0,7966.0,3768.0,1632.0,410.0,18089.0,175.0,22.0,290.0,87.0,193.0,71.0,0.0,2415.882996048758
566,New Hampshire,2014,22.0,1328684.0,2841.0,32074.0,15.0,486.0,471.0,1869.0,5988.0,25024.0,1062.0,34900.0,52400.0,1.69,0.89,1.96,4.54,1.0,10.0,52.0,46.4,429.0,3944.0,7267.0,4568.0,2669.0,407.0,19284.0,194.0,28.0,278.0,87.0,217.0,82.0,1.6557736828320353,2626.659160492638
567,New Hampshire,2015,22.0,1330134.0,2864.0,32756.0,16.0,581.0,509.0,1758.0,6244.0,25398.0,1114.0,35604.0,54543.0,1.88,0.88,1.96,4.72,1.0,10.0,52.0,46.4,437.0,4033.0,8034.0,7271.0,2822.0,464.0,23061.0,199.0,35.0,286.0,82.0,227.0,91.0,1.6539686978905885,2676.7227963498412
568,New Hampshire,2016,20.0,1335015.0,2204.0,29230.0,13.0,411.0,450.0,1330.0,5444.0,22789.0,997.0,31421.0,55945.0,1.87,0.88,2.0,4.76,1.0,10.0,47.0,46.6,447.0,4253.0,9325.0,12120.0,3194.0,482.0,29821.0,202.0,32.0,280.0,69.0,204.0,84.0,1.4981105081216315,2353.6065137844894
569,New Hampshire,2017,23.0,1342795.0,,,,,,,,,,,57574.0,,,,,,9.0,47.0,46.6,450.0,4647.0,22468.0,31144.0,4895.0,531.0,64135.0,,,,,,,1.7128452220927246,
570,New Jersey,1999,153.0,,,,,,,,,,,,,0.97,0.47,0.74,2.18,7.0,52.0,,,,,,,,,,,,,,,,,
571,New Jersey,2000,172.0,8430621.0,,,,,,,,,,,,0.97,0.47,0.76,2.2,6.0,54.0,56.1,40.3,,,,,,,,,,,,,,2.0401818561171234,
572,New Jersey,2001,185.0,8492671.0,,,,,,,,,,,,0.99,0.47,0.75,2.2,6.0,56.0,56.1,40.3,,,,,,,,,,,,,,2.1783488374858746,
573,New Jersey,2002,208.0,8552643.0,,,,,,,,,,,,0.98,0.49,0.77,2.24,6.0,57.0,56.1,40.3,,,,,,,,,,,,,,2.4319967523489523,
574,New Jersey,2003,257.0,8601402.0,,,,,,,,,,,,0.95,0.5,0.8,2.24,6.0,57.0,56.1,40.3,,,,,,,,,,,,,,2.9878849982828384,
575,New Jersey,2004,253.0,8634561.0,,,,,,,,,,,,0.96,0.52,0.82,2.3,6.0,63.0,53.0,46.2,,,,,,,,,,,,,,2.9300852701139064,
576,New Jersey,2005,288.0,8651974.0,,,,,,,,,,,,0.95,0.52,0.83,2.3,5.0,63.0,53.0,46.2,,,,,,,,,,,,,,3.328720127915317,
577,New Jersey,2006,301.0,8661679.0,,,,,,,,,,,,0.95,0.54,0.85,2.33,6.0,63.0,53.0,46.2,,,,,,,,,,,,,,3.475076829792469,
578,New Jersey,2007,276.0,8677885.0,,,,,,,,,,,,0.93,0.55,0.86,2.33,6.0,63.0,53.0,46.2,,,,,,,,,,,,,,3.1804984739945277,
579,New Jersey,2008,244.0,8711090.0,,,,,,,,,,,,0.93,0.55,0.86,2.35,6.0,66.0,57.3,41.7,,,,,,,,,,,,,,2.8010271963669298,
580,New Jersey,2009,229.0,8755602.0,,,,,,,,,,,50567.0,0.91,0.57,0.86,2.34,6.0,66.0,57.3,41.7,,,,,,,,,,,,,,2.615468359571392,
581,New Jersey,2010,260.0,8791894.0,21914.0,138152.0,372.0,1089.0,8984.0,11105.0,25284.0,101540.0,11328.0,159330.0,51330.0,0.92,0.57,0.86,2.35,6.0,67.0,57.3,41.7,,,,,,,,,,,,,,2.957269503021761,1812.2374996786814
582,New Jersey,2011,288.0,8844694.0,22879.0,145701.0,363.0,1019.0,9729.0,11414.0,27960.0,105963.0,11778.0,167863.0,53562.0,0.89,0.58,0.89,2.36,5.0,67.0,57.3,41.7,422.0,35733.0,6749.0,850.0,584.0,2267.0,46605.0,,,,,,,3.25618953012959,1897.8949413060532
583,New Jersey,2012,276.0,8882095.0,23319.0,154945.0,352.0,953.0,10499.0,11188.0,31707.0,111534.0,11704.0,177585.0,55236.0,0.88,0.6,0.9,2.39,5.0,67.0,58.3,40.5,425.0,37700.0,6895.0,965.0,688.0,2316.0,48989.0,770.0,138.0,1729.0,498.0,982.0,364.0,3.107375005558936,1999.3593853702307
584,New Jersey,2013,298.0,8913735.0,25748.0,167634.0,404.0,861.0,12084.0,12071.0,35883.0,118005.0,13746.0,192650.0,55425.0,0.84,0.61,0.92,2.36,5.0,67.0,58.3,40.5,427.0,39145.0,6990.0,1009.0,737.0,2404.0,50712.0,759.0,125.0,1521.0,493.0,1055.0,413.0,3.343155254222837,2161.271341362515
585,New Jersey,2014,278.0,8943010.0,25727.0,181481.0,388.0,1035.0,11385.0,12919.0,42338.0,122662.0,16481.0,206820.0,57518.0,0.84,0.62,0.92,2.37,5.0,67.0,58.3,40.5,422.0,39868.0,7058.0,1016.0,802.0,2504.0,51670.0,844.0,99.0,1613.0,486.0,1106.0,440.0,3.1085730643262166,2312.6441768487343
586,New Jersey,2015,249.0,8960001.0,27203.0,189719.0,380.0,1006.0,12209.0,13608.0,43238.0,129066.0,17415.0,216542.0,60069.0,0.83,0.6,0.92,2.36,6.0,67.0,58.3,40.5,427.0,41823.0,7621.0,1081.0,1105.0,2555.0,54612.0,894.0,129.0,1563.0,431.0,1107.0,443.0,2.7790175469846488,2416.7631231291157
587,New Jersey,2016,297.0,8978416.0,27055.0,183042.0,371.0,981.0,11818.0,13885.0,38732.0,128754.0,15556.0,209726.0,61240.0,0.82,0.59,0.92,2.34,6.0,67.0,55.0,41.0,426.0,42674.0,7730.0,1130.0,1144.0,2568.0,55672.0,907.0,145.0,1454.0,365.0,1062.0,421.0,3.3079331588110863,2335.8908742923027
588,New Jersey,2017,275.0,9005644.0,,,,,,,,,,,62554.0,,,,,,75.0,55.0,41.0,429.0,43518.0,8006.0,1331.0,1664.0,2559.0,57507.0,,,,,,,3.0536405836162297,
589,New Mexico,1999,91.0,,,,,,,,,,,,,1.53,0.25,0.59,2.36,4.0,11.0,,,,,,,,,,,,,,,,,
590,New Mexico,2000,99.0,1821204.0,,,,,,,,,,,,1.53,0.25,0.61,2.38,4.0,11.0,47.9,47.8,,,,,,,,,,,,,,5.435964340073928,
591,New Mexico,2001,67.0,1831690.0,,,,,,,,,,,,1.54,0.25,0.61,2.39,4.0,5.0,47.9,47.8,,,,,,,,,,,,,,3.657824195142191,
592,New Mexico,2002,81.0,1855309.0,,,,,,,,,,,,1.52,0.26,0.61,2.4,4.0,5.0,47.9,47.8,,,,,,,,,,,,,,4.365849570071616,
593,New Mexico,2003,87.0,1877574.0,,,,,,,,,,,,1.52,0.27,0.61,2.4,4.0,7.0,47.9,47.8,,,,,,,,,,,,,,4.633638940462533,
594,New Mexico,2004,81.0,1903808.0,,,,,,,,,,,,1.46,0.25,0.66,2.36,5.0,10.0,49.0,49.8,,,,,,,,,,,,,,4.254630719064107,
595,New Mexico,2005,77.0,1932274.0,,,,,,,,,,,,1.47,0.29,0.66,2.42,4.0,10.0,49.0,49.8,,,,,,,,,,,,,,3.9849420941336477,
596,New Mexico,2006,73.0,1962137.0,,,,,,,,,,,,1.37,0.3,0.69,2.36,5.0,10.0,49.0,49.8,,,,,,,,,,,,,,3.720433384620952,
597,New Mexico,2007,78.0,1990070.0,,,,,,,,,,,,1.39,0.3,0.7,2.39,5.0,10.0,49.0,49.8,,,,,,,,,,,,,,3.9194601194932845,
598,New Mexico,2008,86.0,2010662.0,,,,,,,,,,,,1.41,0.31,0.71,2.43,5.0,10.0,56.9,41.8,,,,,,,,,,,,,,4.2771982560967485,
599,New Mexico,2009,92.0,2036802.0,,,,,,,,,,,32523.0,1.34,0.31,0.72,2.38,5.0,10.0,56.9,41.8,,,,,,,,,,,,,,4.516884802744695,
600,New Mexico,2010,76.0,2059179.0,14619.0,81931.0,139.0,1117.0,2737.0,10217.0,17281.0,52907.0,11743.0,96002.0,33111.0,1.23,0.31,0.74,2.28,6.0,10.0,56.9,41.8,,,,,,,,,,,,,,3.6907913299426616,4662.149332330992
601,New Mexico,2011,73.0,2077744.0,13672.0,77212.0,117.0,1218.0,2485.0,9407.0,17084.0,51485.0,8643.0,90322.0,34737.0,1.32,0.31,0.73,2.35,6.0,10.0,56.9,41.8,269.0,52092.0,3652.0,2451.0,743.0,582.0,59789.0,,,,,,,3.513426100616823,4347.1187980809955
602,New Mexico,2012,80.0,2083590.0,12465.0,73877.0,101.0,1070.0,2086.0,8797.0,18505.0,49082.0,6290.0,85830.0,35431.0,1.24,0.33,0.79,2.36,6.0,10.0,53.0,42.8,277.0,60764.0,3709.0,2920.0,1094.0,607.0,69371.0,245.0,35.0,443.0,124.0,300.0,131.0,3.8395269702772623,4119.332498236217
603,New Mexico,2013,82.0,2085161.0,12990.0,78958.0,123.0,1135.0,1832.0,9470.0,21828.0,51146.0,5984.0,91395.0,34753.0,1.17,0.34,0.85,2.35,6.0,10.0,53.0,42.8,292.0,68957.0,3736.0,3651.0,1245.0,614.0,78495.0,257.0,36.0,468.0,126.0,297.0,108.0,3.9325500524899515,4383.114781064867
604,New Mexico,2014,90.0,2083207.0,11660.0,75094.0,116.0,957.0,1847.0,8740.0,21384.0,48247.0,5463.0,86638.0,36767.0,1.29,0.31,0.82,2.42,5.0,10.0,53.0,42.8,297.0,74293.0,3718.0,4124.0,1400.0,639.0,84471.0,267.0,37.0,450.0,118.0,309.0,96.0,4.320261980686509,4158.876194252419
605,New Mexico,2015,116.0,2082264.0,11904.0,73549.0,158.0,856.0,1720.0,9170.0,21419.0,46730.0,5400.0,85295.0,37938.0,1.03,0.3,0.78,2.11,8.0,10.0,53.0,42.8,302.0,77700.0,3819.0,4943.0,1803.0,653.0,89220.0,253.0,33.0,414.0,117.0,309.0,102.0,5.570859410718334,4096.262529631209
606,New Mexico,2016,122.0,2085432.0,12147.0,70776.0,140.0,959.0,1616.0,9432.0,21023.0,44503.0,5250.0,82783.0,38393.0,1.11,0.31,0.85,2.27,7.0,10.0,48.3,40.0,302.0,79180.0,3847.0,6159.0,2080.0,683.0,92251.0,272.0,32.0,430.0,120.0,298.0,104.0,5.850106836377307,3969.585198654284
607,New Mexico,2017,125.0,2088070.0,,,,,,,,,,,39023.0,,,,,,10.0,48.3,40.0,310.0,80595.0,3887.0,9241.0,2815.0,732.0,97580.0,,,,,,,5.986389345184787,
608,New York,1999,540.0,,,,,,,,,,,,,0.93,0.37,0.56,1.85,9.0,43.0,,,,,,,,,,,,,,,,,
609,New York,2000,602.0,19001780.0,,,,,,,,,,,,0.92,0.38,0.58,1.88,9.0,60.0,57.8,33.1,,,,,,,,,,,,,,3.1681242494124238,
610,New York,2001,583.0,19082838.0,,,,,,,,,,,,0.96,0.37,0.56,1.89,9.0,61.0,57.8,33.1,,,,,,,,,,,,,,3.055101133280071,
611,New York,2002,550.0,19137800.0,,,,,,,,,,,,0.95,0.38,0.59,1.92,9.0,60.0,57.8,33.1,,,,,,,,,,,,,,2.8738935509828716,
612,New York,2003,589.0,19175939.0,,,,,,,,,,,,0.93,0.4,0.61,1.94,9.0,60.0,57.8,33.1,,,,,,,,,,,,,,3.071557538851162,
613,New York,2004,516.0,19171567.0,,,,,,,,,,,,0.92,0.42,0.62,1.96,9.0,60.0,57.9,39.8,,,,,,,,,,,,,,2.6914857820437943,
614,New York,2005,515.0,19132610.0,,,,,,,,,,,,0.91,0.43,0.65,1.99,9.0,60.0,57.9,39.8,,,,,,,,,,,,,,2.691739391541457,
615,New York,2006,570.0,19104631.0,,,,,,,,,,,,0.89,0.46,0.66,2.01,8.0,60.0,57.9,39.8,,,,,,,,,,,,,,2.983569795197824,
616,New York,2007,522.0,19132335.0,,,,,,,,,,,,0.93,0.47,0.69,2.1,8.0,60.0,57.9,39.8,,,,,,,,,,,,,,2.728365356345684,
617,New York,2008,508.0,19212436.0,,,,,,,,,,,,0.93,0.47,0.68,2.08,8.0,64.0,62.8,36.1,,,,,,,,,,,,,,2.6441207143123338,
618,New York,2009,505.0,19307066.0,,,,,,,,,,,46916.0,0.92,0.47,0.7,2.08,8.0,64.0,62.8,36.1,,,,,,,,,,,,,,2.6156226948206425,
619,New York,2010,527.0,19378102.0,74285.0,305181.0,630.0,4569.0,22316.0,45079.0,39821.0,250968.0,14392.0,377145.0,48145.0,0.89,0.48,0.71,2.09,8.0,64.0,62.8,36.1,,,,,,,,,,,,,,2.7195645889365223,1946.2432388889274
620,New York,2011,466.0,19526372.0,75126.0,317225.0,613.0,4414.0,23879.0,44493.0,44117.0,257837.0,15271.0,390011.0,50770.0,0.89,0.5,0.72,2.11,8.0,64.0,62.8,36.1,1853.0,33689.0,6675.0,892.0,948.0,7243.0,51300.0,,,,,,,2.3865160409726904,1997.3551666433477
621,New York,2012,436.0,19625409.0,75972.0,339113.0,616.0,4316.0,24036.0,45295.0,50738.0,272624.0,15751.0,412760.0,53689.0,0.91,0.51,0.75,2.17,8.0,63.0,63.3,35.2,2012.0,35707.0,7521.0,1153.0,1370.0,7342.0,55105.0,2226.0,348.0,3974.0,1081.0,2792.0,937.0,2.2216097509101593,2103.1918366643977
622,New York,2013,380.0,19712514.0,77563.0,358603.0,644.0,2575.0,27241.0,46130.0,56444.0,286676.0,15483.0,434549.0,54388.0,0.93,0.51,0.77,2.21,8.0,72.0,63.3,35.2,2171.0,37228.0,8017.0,2948.0,3424.0,7544.0,61332.0,2342.0,345.0,3967.0,1090.0,2825.0,962.0,1.9277094742963785,2204.4321693316238
623,New York,2014,397.0,19773580.0,79535.0,375268.0,683.0,2837.0,28633.0,47382.0,64389.0,293562.0,17317.0,454120.0,56111.0,0.9,0.53,0.76,2.2,8.0,75.0,63.3,35.2,1876.0,38665.0,9333.0,3010.0,3771.0,7698.0,64353.0,2372.0,380.0,3901.0,1101.0,2684.0,963.0,2.007729505734419,2296.599806408349
624,New York,2015,463.0,19819347.0,77463.0,371837.0,769.0,2751.0,28405.0,45538.0,65227.0,287361.0,19249.0,448531.0,58324.0,0.9,0.5,0.77,2.18,7.0,75.0,63.3,35.2,1831.0,39744.0,12366.0,3383.0,4435.0,7921.0,69680.0,2519.0,425.0,3880.0,1073.0,2638.0,999.0,2.336101184362936,2263.096760957866
625,New York,2016,416.0,19836286.0,76492.0,379710.0,868.0,2797.0,28630.0,44197.0,65839.0,293232.0,20639.0,455334.0,59289.0,0.91,0.53,0.78,2.22,8.0,75.0,58.4,36.2,1632.0,41055.0,12210.0,3466.0,4594.0,7449.0,70406.0,2491.0,398.0,3695.0,1018.0,2692.0,1026.0,2.097166778095456,2295.4599464839334
626,New York,2017,347.0,19849399.0,,,,,,,,,,,60991.0,,,,,,75.0,58.4,36.2,1633.0,43841.0,12687.0,4134.0,6321.0,7591.0,76207.0,,,,,,,1.748163760524941,
627,North Carolina,1999,459.0,,,,,,,,,,,,,1.21,0.24,0.51,1.96,8.0,20.0,,,,,,,,,,,,,,,,,
628,North Carolina,2000,458.0,8081614.0,,,,,,,,,,,,1.22,0.25,0.52,1.98,8.0,20.0,43.2,56.0,,,,,,,,,,,,,,5.667184797492184,
629,North Carolina,2001,418.0,8210122.0,,,,,,,,,,,,1.24,0.25,0.51,2.0,8.0,20.0,43.2,56.0,,,,,,,,,,,,,,5.091276353749676,
630,North Carolina,2002,467.0,8326201.0,,,,,,,,,,,,1.25,0.27,0.5,2.02,8.0,19.0,43.2,56.0,,,,,,,,,,,,,,5.6088004601378225,
631,North Carolina,2003,396.0,8422501.0,,,,,,,,,,,,1.21,0.27,0.52,2.0,8.0,29.0,43.2,56.0,,,,,,,,,,,,,,4.701691338475353,
632,North Carolina,2004,411.0,8553152.0,,,,,,,,,,,,1.16,0.3,0.53,1.99,8.0,29.0,43.6,56.1,,,,,,,,,,,,,,4.805246066011688,
633,North Carolina,2005,451.0,8705407.0,,,,,,,,,,,,1.13,0.3,0.54,1.96,9.0,29.0,43.6,56.1,,,,,,,,,,,,,,5.180688277986314,
634,North Carolina,2006,439.0,8917270.0,,,,,,,,,,,,1.14,0.32,0.54,2.01,9.0,30.0,43.6,56.1,,,,,,,,,,,,,,4.923031376194732,
635,North Carolina,2007,458.0,9118037.0,,,,,,,,,,,,1.15,0.33,0.56,2.04,9.0,30.0,43.6,56.1,,,,,,,,,,,,,,5.023010983614126,
636,North Carolina,2008,467.0,9309449.0,,,,,,,,,,,,1.13,0.34,0.57,2.03,9.0,30.0,49.7,49.4,,,,,,,,,,,,,,5.016408597329445,
637,North Carolina,2009,407.0,9449566.0,,,,,,,,,,,35840.0,1.09,0.33,0.57,1.99,9.0,30.0,49.7,49.4,,,,,,,,,,,,,,4.307076113336845,
638,North Carolina,2010,376.0,9535483.0,37769.0,277765.0,678.0,2086.0,9336.0,24906.0,72082.0,190377.0,15306.0,314093.0,35275.0,1.08,0.35,0.57,2.01,9.0,30.0,49.7,49.4,,,,,,,,,,,,,,3.9431668013041397,3293.93906947346
639,North Carolina,2011,380.0,9662940.0,34734.0,275915.0,517.0,1886.0,8821.0,22805.0,74760.0,187732.0,13423.0,309427.0,36429.0,1.05,0.37,0.58,2.01,9.0,29.0,49.7,49.4,801.0,64510.0,10026.0,6862.0,2251.0,2377.0,86827.0,,,,,,,3.932550548797778,3202.2034701653947
640,North Carolina,2012,422.0,9755299.0,32718.0,285498.0,498.0,1738.0,8411.0,21377.0,79266.0,192609.0,13623.0,317024.0,38564.0,1.07,0.38,0.6,2.05,8.0,29.0,48.4,50.4,820.0,69005.0,11234.0,8609.0,2850.0,2542.0,95060.0,825.0,125.0,2231.0,388.0,1213.0,473.0,4.3258540819712445,3249.7620011441986
641,North Carolina,2013,412.0,9849812.0,33587.0,305631.0,463.0,1790.0,9275.0,21325.0,90182.0,201043.0,14406.0,338021.0,37782.0,1.04,0.39,0.6,2.03,9.0,30.0,48.4,50.4,851.0,76713.0,10577.0,11243.0,3439.0,2683.0,105506.0,877.0,131.0,2175.0,471.0,1347.0,526.0,4.1828209513034365,3431.7507785935404
642,North Carolina,2014,487.0,9941160.0,34464.0,328594.0,479.0,1984.0,9392.0,22609.0,99323.0,213151.0,16120.0,362579.0,39531.0,1.04,0.41,0.61,2.06,8.0,30.0,48.4,50.4,862.0,77564.0,10708.0,13461.0,4080.0,2713.0,109388.0,986.0,117.0,2087.0,501.0,1429.0,542.0,4.898824684443264,3647.2504214799883
643,North Carolina,2015,493.0,10041769.0,33421.0,337806.0,498.0,1959.0,9448.0,21516.0,105534.0,215453.0,16819.0,370729.0,41351.0,1.05,0.42,0.63,2.1,8.0,30.0,48.4,50.4,894.0,83200.0,11461.0,18432.0,5443.0,2858.0,122288.0,975.0,148.0,2127.0,437.0,1459.0,560.0,4.909493536447612,3691.8694305754293
644,North Carolina,2016,576.0,10156689.0,34679.0,329202.0,474.0,2002.0,9620.0,22554.0,102826.0,208057.0,18319.0,363378.0,42203.0,1.05,0.43,0.64,2.13,9.0,30.0,46.2,49.8,922.0,84705.0,11947.0,24346.0,6697.0,2922.0,131539.0,996.0,157.0,2175.0,389.0,1440.0,536.0,5.6711394825616885,3577.7210466914953
645,North Carolina,2017,556.0,10273419.0,,,,,,,,,,,43303.0,,,,,,30.0,46.2,49.8,948.0,88957.0,12629.0,37283.0,9297.0,3124.0,152238.0,,,,,,,5.412024954886002,
646,North Dakota,1999,7.0,,,,,,,,,,,,,1.48,0.15,0.78,2.41,3.0,13.0,,,,,,,,,,,,,,,,,
